"","location","OBJECTID","sensor_id","field_code","individual_ID","fix_lat","fix_long","alt","sat","HDOP","PDOP","species","gmtneg5","sex","age","GPS.positional.dilution"
"10381","MAERC",10381,83,317,"4",27.1683867,-81.16704,-236,6,1.4,1.7,"swine","5/7/2017 0:29","F","A",NA
"10382","MAERC",10382,83,317,"4",27.16716,-81.16818,88,9,0.9,1.2,"swine","5/7/2017 0:59","F","A",NA
"10383","MAERC",10383,83,317,"4",27.1669667,-81.1678817,54,9,0.9,1.2,"swine","5/7/2017 1:29","F","A",NA
"10384","MAERC",10384,83,317,"4",27.1672517,-81.1680717,-28,8,0.9,1.3,"swine","5/7/2017 1:59","F","A",NA
"10385","MAERC",10385,83,317,"4",27.1681317,-81.1674967,-78,8,1,1.3,"swine","5/7/2017 2:29","F","A",NA
"10386","MAERC",10386,83,317,"4",27.1680783,-81.1675417,-40,8,0.9,1.3,"swine","5/7/2017 2:59","F","A",NA
"10387","MAERC",10387,83,317,"4",27.168115,-81.1678733,0,10,0.8,1.1,"swine","5/7/2017 3:30","F","A",NA
"10388","MAERC",10388,83,317,"4",27.1681733,-81.167885,32,6,1.2,1.5,"swine","5/7/2017 4:00","F","A",NA
"10389","MAERC",10389,83,317,"4",27.1681017,-81.1678417,18,10,0.8,1.2,"swine","5/7/2017 4:30","F","A",NA
"10390","MAERC",10390,83,317,"4",27.1680317,-81.1679633,4,10,0.8,1.2,"swine","5/7/2017 5:00","F","A",NA
"10391","MAERC",10391,83,317,"4",27.167425,-81.167945,44,8,0.9,1.3,"swine","5/7/2017 5:30","F","A",NA
"10392","MAERC",10392,83,317,"4",27.1674167,-81.1678167,0,7,1.1,1.3,"swine","5/7/2017 6:01","F","A",NA
"10393","MAERC",10393,83,317,"4",27.1672767,-81.1685217,-58,8,1,1.3,"swine","5/7/2017 6:31","F","A",NA
"10394","MAERC",10394,83,317,"4",27.16739,-81.1679233,28,9,0.9,1.2,"swine","5/7/2017 7:01","F","A",NA
"10395","MAERC",10395,83,317,"4",27.1673533,-81.1678,54,8,1.1,1.4,"swine","5/7/2017 7:31","F","A",NA
"10396","MAERC",10396,83,317,"4",27.16745,-81.1678633,6,8,1,1.3,"swine","5/7/2017 8:02","F","A",NA
"10397","MAERC",10397,83,317,"4",27.1674483,-81.1678033,4,6,1.3,1.6,"swine","5/7/2017 8:32","F","A",NA
"10398","MAERC",10398,83,317,"4",27.1673817,-81.16785,-16,8,1.3,1.6,"swine","5/7/2017 9:02","F","A",NA
"10399","MAERC",10399,83,317,"4",27.167395,-81.1678317,-8,9,0.9,1.2,"swine","5/7/2017 9:33","F","A",NA
"10400","MAERC",10400,83,317,"4",27.1670883,-81.1675483,20,7,1.1,1.4,"swine","5/7/2017 10:03","F","A",NA
"10401","MAERC",10401,83,317,"4",27.167445,-81.1678783,-10,9,0.9,1.2,"swine","5/7/2017 10:33","F","A",NA
"10402","MAERC",10402,83,317,"4",27.167205,-81.1676867,46,8,0.9,1.3,"swine","5/7/2017 11:03","F","A",NA
"10403","MAERC",10403,83,317,"4",27.1673833,-81.1679033,8,10,0.7,1.1,"swine","5/7/2017 11:34","F","A",NA
"10404","MAERC",10404,83,317,"4",27.1671083,-81.1681367,-48,6,1.2,1.5,"swine","5/7/2017 12:04","F","A",NA
"10405","MAERC",10405,83,317,"4",27.1674083,-81.1681967,-88,6,1.4,1.6,"swine","5/7/2017 12:34","F","A",NA
"10406","MAERC",10406,83,317,"4",27.1672567,-81.1677733,-8,7,1.2,1.5,"swine","5/7/2017 13:04","F","A",NA
"10407","MAERC",10407,83,317,"4",27.1672983,-81.167865,4,7,1.1,1.4,"swine","5/7/2017 13:34","F","A",NA
"10408","MAERC",10408,83,317,"4",27.1673467,-81.1679033,0,8,0.9,1.2,"swine","5/7/2017 14:04","F","A",NA
"10409","MAERC",10409,83,317,"4",27.1672617,-81.1678417,38,9,0.9,1.2,"swine","5/7/2017 14:34","F","A",NA
"10410","MAERC",10410,83,317,"4",27.1673383,-81.1678683,6,8,1,2,"swine","5/7/2017 15:05","F","A",NA
"10411","MAERC",10411,83,317,"4",27.1673417,-81.1677633,-20,7,1.3,1.5,"swine","5/7/2017 15:35","F","A",NA
"10412","MAERC",10412,83,317,"4",27.1674167,-81.1679033,-2,8,1.1,1.4,"swine","5/7/2017 16:05","F","A",NA
"10413","MAERC",10413,83,317,"4",27.1675867,-81.1680583,28,5,1.9,2.1,"swine","5/7/2017 16:35","F","A",NA
"10414","MAERC",10414,83,317,"4",27.1674067,-81.1679033,-28,7,1,1.3,"swine","5/7/2017 17:05","F","A",NA
"10415","MAERC",10415,83,317,"4",27.1674267,-81.167935,6,6,1.6,1.8,"swine","5/7/2017 17:36","F","A",NA
"10416","MAERC",10416,83,317,"4",27.16355,-81.1707267,-676,6,1.4,1.7,"swine","5/7/2017 18:06","F","A",NA
"10417","MAERC",10417,83,317,"4",27.1673267,-81.16798,56,6,1.3,1.5,"swine","5/7/2017 18:36","F","A",NA
"10418","MAERC",10418,83,317,"4",27.16744,-81.1678617,-4,7,1.1,1.4,"swine","5/7/2017 19:06","F","A",NA
"10419","MAERC",10419,83,317,"4",27.1674867,-81.167935,-34,7,1,1.7,"swine","5/7/2017 19:37","F","A",NA
