"","location","OBJECTID","sensor_id","field_code","individual_ID","fix_lat","fix_long","alt","sat","HDOP","PDOP","species","gmtneg5","sex","age","GPS.positional.dilution"
"103910","MAERC",103910,60,427,"21",27.167045,-81.1787783,-14,6,0.9,1.3,"swine","4/8/2017 0:30","F","A",NA
"103911","MAERC",103911,60,427,"21",27.1670717,-81.1787517,16,6,0.9,1.4,"swine","4/8/2017 1:00","F","A",NA
"103912","MAERC",103912,60,427,"21",27.1653767,-81.1776633,38,8,0.9,1.3,"swine","4/8/2017 1:30","F","A",NA
"103913","MAERC",103913,60,427,"21",27.1657483,-81.17665,26,9,0.9,1.2,"swine","4/8/2017 2:00","F","A",NA
"103914","MAERC",103914,60,427,"21",27.1649283,-81.1779367,20,9,0.9,1.5,"swine","4/8/2017 2:30","F","A",NA
"103915","MAERC",103915,60,427,"21",27.16502,-81.1776367,30,8,0.9,1.2,"swine","4/8/2017 3:00","F","A",NA
"103916","MAERC",103916,60,427,"21",27.165125,-81.1776183,38,7,1,1.3,"swine","4/8/2017 3:30","F","A",NA
"103917","MAERC",103917,60,427,"21",27.1653267,-81.1775567,8,8,0.9,1.2,"swine","4/8/2017 4:00","F","A",NA
"103918","MAERC",103918,60,427,"21",27.1657933,-81.17752,110,6,1.2,1.5,"swine","4/8/2017 4:29","F","A",NA
"103919","MAERC",103919,60,427,"21",27.1660083,-81.178595,8,8,1,2.2,"swine","4/8/2017 5:00","F","A",NA
"103920","MAERC",103920,60,427,"21",27.1659,-81.1786283,24,10,0.8,1.1,"swine","4/8/2017 5:30","F","A",NA
"103921","MAERC",103921,60,427,"21",27.1659283,-81.1774833,144,10,0.9,1.2,"swine","4/8/2017 6:00","F","A",NA
"103922","MAERC",103922,60,427,"21",27.1665833,-81.1784167,-18,11,0.8,1.1,"swine","4/8/2017 6:30","F","A",NA
"103923","MAERC",103923,60,427,"21",27.1663783,-81.1784617,0,6,1.2,1.5,"swine","4/8/2017 6:59","F","A",NA
"103924","MAERC",103924,60,427,"21",27.1664467,-81.1785683,28,6,1,1.4,"swine","4/8/2017 6:59","F","A",NA
"103925","MAERC",103925,60,427,"21",27.166185,-81.1787217,60,5,3.3,3.4,"swine","4/8/2017 7:30","F","A",NA
"103926","MAERC",103926,60,427,"21",27.1662583,-81.1786,-6,6,1.7,1.9,"swine","4/8/2017 8:00","F","A",NA
"103927","MAERC",103927,60,427,"21",27.1662183,-81.17851,-28,9,1.1,1.3,"swine","4/8/2017 8:30","F","A",NA
"103928","MAERC",103928,60,427,"21",27.1662467,-81.1786733,-32,8,1,1.3,"swine","4/8/2017 9:00","F","A",NA
"103929","MAERC",103929,60,427,"21",27.16678,-81.1786833,-74,7,1,1.4,"swine","4/8/2017 9:30","F","A",NA
"103930","MAERC",103930,60,427,"21",27.166655,-81.1788017,-26,5,2.1,2.3,"swine","4/8/2017 10:00","F","A",NA
"103931","MAERC",103931,60,427,"21",27.16634,-81.1780417,38,8,0.9,1.2,"swine","4/8/2017 10:30","F","A",NA
"103932","MAERC",103932,60,427,"21",27.1662483,-81.17812,-2,8,1,1.3,"swine","4/8/2017 11:00","F","A",NA
"103933","MAERC",103933,60,427,"21",27.1661533,-81.17808,22,6,1.1,1.4,"swine","4/8/2017 11:30","F","A",NA
"103934","MAERC",103934,60,427,"21",27.1658883,-81.1778733,-24,6,1.2,1.5,"swine","4/8/2017 12:00","F","A",NA
"103935","MAERC",103935,60,427,"21",27.1663117,-81.1777433,62,8,0.9,1.2,"swine","4/8/2017 12:30","F","A",NA
"103936","MAERC",103936,60,427,"21",27.1662283,-81.177915,56,10,0.8,1.1,"swine","4/8/2017 13:00","F","A",NA
