"","location","OBJECTID","sensor_id","field_code","individual_ID","fix_lat","fix_long","alt","sat","HDOP","PDOP","species","gmtneg5","sex","age","GPS.positional.dilution"
"64207","MAERC",64207,67,540,"14",27.1704467,-81.1720317,-18,6,1.6,1.9,"swine","4/12/2017 0:00","F","A",NA
"64208","MAERC",64208,67,540,"14",27.1707067,-81.1719867,14,10,0.8,1.1,"swine","4/12/2017 0:30","F","A",NA
"64209","MAERC",64209,67,540,"14",27.1707733,-81.1719317,-10,9,0.8,1.2,"swine","4/12/2017 1:00","F","A",NA
"64210","MAERC",64210,67,540,"14",27.170735,-81.1719933,8,7,1.4,3,"swine","4/12/2017 1:30","F","A",NA
"64211","MAERC",64211,67,540,"14",27.1703367,-81.1713167,14,8,1.1,1.4,"swine","4/12/2017 2:00","F","A",NA
"64212","MAERC",64212,67,540,"14",27.170465,-81.172215,20,9,0.9,1.2,"swine","4/12/2017 2:30","F","A",NA
"64213","MAERC",64213,67,540,"14",27.1707467,-81.17205,8,9,0.9,1.2,"swine","4/12/2017 3:00","F","A",NA
"64214","MAERC",64214,67,540,"14",27.1707183,-81.1720317,8,9,0.9,1.2,"swine","4/12/2017 3:30","F","A",NA
"64215","MAERC",64215,67,540,"14",27.1701967,-81.1713817,18,9,0.9,1.2,"swine","4/12/2017 4:00","F","A",NA
"64216","MAERC",64216,67,540,"14",27.1700883,-81.171295,4,9,0.8,1.2,"swine","4/12/2017 4:30","F","A",NA
"64217","MAERC",64217,67,540,"14",27.1700217,-81.17122,-2,10,0.8,1.1,"swine","4/12/2017 5:00","F","A",NA
"64218","MAERC",64218,67,540,"14",27.1700983,-81.1713583,18,7,1.2,1.5,"swine","4/12/2017 5:30","F","A",NA
"64219","MAERC",64219,67,540,"14",27.1701133,-81.1713267,6,10,0.8,1.1,"swine","4/12/2017 6:00","F","A",NA
"64220","MAERC",64220,67,540,"14",27.17007,-81.1713183,4,9,0.9,1.3,"swine","4/12/2017 6:30","F","A",NA
"64221","MAERC",64221,67,540,"14",27.1699033,-81.17142,34,9,0.8,1.2,"swine","4/12/2017 6:59","F","A",NA
"64222","MAERC",64222,67,540,"14",27.1703467,-81.171235,-60,9,0.9,1.7,"swine","4/12/2017 7:30","F","A",NA
"64223","MAERC",64223,67,540,"14",27.1700483,-81.1713833,4,9,1.1,1.3,"swine","4/12/2017 8:00","F","A",NA
"64224","MAERC",64224,67,540,"14",27.170075,-81.1713417,10,7,1.2,1.5,"swine","4/12/2017 8:30","F","A",NA
"64225","MAERC",64225,67,540,"14",27.1701517,-81.1714133,-6,7,1.3,1.6,"swine","4/12/2017 9:00","F","A",NA
"64226","MAERC",64226,67,540,"14",27.1700867,-81.171265,36,10,0.8,1.1,"swine","4/12/2017 9:30","F","A",NA
"64227","MAERC",64227,67,540,"14",27.1701317,-81.1714533,-2,9,0.9,1.2,"swine","4/12/2017 10:00","F","A",NA
"64228","MAERC",64228,67,540,"14",27.1701067,-81.1713983,-42,8,0.9,1.4,"swine","4/12/2017 10:30","F","A",NA
"64229","MAERC",64229,67,540,"14",27.16989,-81.17105,14,7,1.3,1.6,"swine","4/12/2017 11:00","F","A",NA
"64230","MAERC",64230,67,540,"14",27.17002,-81.17132,0,9,0.9,1.2,"swine","4/12/2017 11:30","F","A",NA
"64231","MAERC",64231,67,540,"14",27.1703567,-81.1714217,4,11,0.7,1.4,"swine","4/12/2017 12:00","F","A",NA
"64232","MAERC",64232,67,540,"14",27.1703733,-81.1713733,18,11,0.7,1,"swine","4/12/2017 12:30","F","A",NA
"64233","MAERC",64233,67,540,"14",27.17039,-81.1714333,14,10,0.7,1.1,"swine","4/12/2017 13:00","F","A",NA
"64234","MAERC",64234,67,540,"14",27.1703917,-81.1714267,8,10,0.8,1.1,"swine","4/12/2017 13:30","F","A",NA
"64235","MAERC",64235,67,540,"14",27.1706233,-81.171325,106,8,1,1.2,"swine","4/12/2017 14:00","F","A",NA
"64236","MAERC",64236,67,540,"14",27.1703333,-81.1713667,8,7,1.2,1.5,"swine","4/12/2017 14:30","F","A",NA
"64237","MAERC",64237,67,540,"14",27.1702917,-81.171375,20,7,1.3,1.6,"swine","4/12/2017 15:00","F","A",NA
"64238","MAERC",64238,67,540,"14",27.1703467,-81.1714667,-6,10,0.8,1.5,"swine","4/12/2017 15:30","F","A",NA
"64239","MAERC",64239,67,540,"14",27.170295,-81.1714917,26,10,0.8,1.1,"swine","4/12/2017 16:00","F","A",NA
"64240","MAERC",64240,67,540,"14",27.17031,-81.171295,24,7,1.2,1.5,"swine","4/12/2017 16:30","F","A",NA
"64241","MAERC",64241,67,540,"14",27.1703367,-81.1713833,36,8,1,1.3,"swine","4/12/2017 17:00","F","A",NA
"64242","MAERC",64242,67,540,"14",27.1704067,-81.1713167,26,10,0.8,1,"swine","4/12/2017 17:30","F","A",NA
"64243","MAERC",64243,67,540,"14",27.1702183,-81.1713267,4,12,0.7,1,"swine","4/12/2017 18:00","F","A",NA
"64244","MAERC",64244,67,540,"14",27.1702483,-81.171355,-2,11,0.7,1.1,"swine","4/12/2017 18:30","F","A",NA
"64245","MAERC",64245,67,540,"14",27.1699567,-81.1729367,4,9,0.9,1.2,"swine","4/12/2017 19:00","F","A",NA
"64246","MAERC",64246,67,540,"14",27.1718717,-81.17241,12,9,1,1.2,"swine","4/12/2017 19:30","F","A",NA
