"","X","location","OBJECTID","sensor_id","field_code","individual_ID","fix_lat","fix_long","alt","sat","HDOP","PDOP","species","gmtneg5","sex","age","GPS.positional.dilution"
"1",53502,"MAERC",53502,65,321,11,27.1706783,-81.1722167,6,11,0.7,1,"swine",2017-04-12 00:00:00,FALSE,"A",NA
"2",53503,"MAERC",53503,65,321,11,27.17071,-81.1721817,-10,8,0.9,1.2,"swine",2017-04-12 00:30:00,FALSE,"A",NA
"3",53504,"MAERC",53504,65,321,11,27.170685,-81.1722167,-8,8,0.9,1.3,"swine",2017-04-12 01:00:00,FALSE,"A",NA
"4",53505,"MAERC",53505,65,321,11,27.1706167,-81.1722,-4,8,1,1.3,"swine",2017-04-12 01:29:00,FALSE,"A",NA
"5",53506,"MAERC",53506,65,321,11,27.17042,-81.172225,54,8,1.1,1.3,"swine",2017-04-12 02:00:00,FALSE,"A",NA
"6",53507,"MAERC",53507,65,321,11,27.17043,-81.1721117,66,7,1.2,1.5,"swine",2017-04-12 02:30:00,FALSE,"A",NA
"7",53508,"MAERC",53508,65,321,11,27.1704683,-81.1720833,54,8,0.9,1.2,"swine",2017-04-12 03:00:00,FALSE,"A",NA
"8",53509,"MAERC",53509,65,321,11,27.1704967,-81.1721233,18,7,0.9,1.3,"swine",2017-04-12 03:30:00,FALSE,"A",NA
"9",53510,"MAERC",53510,65,321,11,27.1700933,-81.1711617,-36,8,0.8,1.1,"swine",2017-04-12 04:00:00,FALSE,"A",NA
"10",53511,"MAERC",53511,65,321,11,27.170235,-81.1712267,-34,9,0.8,1.1,"swine",2017-04-12 04:30:00,FALSE,"A",NA
"11",53512,"MAERC",53512,65,321,11,27.1701483,-81.1711217,-20,6,1.4,3.3,"swine",2017-04-12 05:00:00,FALSE,"A",NA
"12",53513,"MAERC",53513,65,321,11,27.1702267,-81.1712567,2,5,1.8,2,"swine",2017-04-12 05:30:00,FALSE,"A",NA
"13",53514,"MAERC",53514,65,321,11,27.1699483,-81.1711467,10,10,0.9,1.2,"swine",2017-04-12 06:00:00,FALSE,"A",NA
"14",53515,"MAERC",53515,65,321,11,27.170065,-81.1712,22,9,0.9,1.3,"swine",2017-04-12 06:30:00,FALSE,"A",NA
"15",53516,"MAERC",53516,65,321,11,27.169595,-81.1715,-16,7,1.1,1.4,"swine",2017-04-12 06:59:00,FALSE,"A",NA
"16",53517,"MAERC",53517,65,321,11,27.1696833,-81.1715433,-18,6,1.4,2.8,"swine",2017-04-12 07:30:00,FALSE,"A",NA
"17",53518,"MAERC",53518,65,321,11,27.1697183,-81.1713967,10,9,1.1,1.3,"swine",2017-04-12 08:00:00,FALSE,"A",NA
"18",53519,"MAERC",53519,65,321,11,27.1701567,-81.171295,18,11,0.8,1,"swine",2017-04-12 08:30:00,FALSE,"A",NA
"19",53520,"MAERC",53520,65,321,11,27.1702567,-81.1711567,36,9,0.9,1.2,"swine",2017-04-12 09:00:00,FALSE,"A",NA
"20",53521,"MAERC",53521,65,321,11,27.1702883,-81.1709933,-8,11,0.8,1.1,"swine",2017-04-12 09:30:00,FALSE,"A",NA
"21",53522,"MAERC",53522,65,321,11,27.1702333,-81.171025,-16,10,0.8,1.1,"swine",2017-04-12 10:00:00,FALSE,"A",NA
"22",53523,"MAERC",53523,65,321,11,27.1701267,-81.1711917,4,11,0.7,1,"swine",2017-04-12 10:30:00,FALSE,"A",NA
"23",53524,"MAERC",53524,65,321,11,27.169935,-81.1712367,2,9,1,1.3,"swine",2017-04-12 11:00:00,FALSE,"A",NA
"24",53525,"MAERC",53525,65,321,11,27.16998,-81.17128,-2,8,1,1.3,"swine",2017-04-12 11:30:00,FALSE,"A",NA
"25",53526,"MAERC",53526,65,321,11,27.1704167,-81.1712583,34,9,1,2,"swine",2017-04-12 12:00:00,FALSE,"A",NA
"26",53527,"MAERC",53527,65,321,11,27.1704883,-81.171435,28,9,0.8,1.8,"swine",2017-04-12 12:30:00,FALSE,"A",NA
"27",53528,"MAERC",53528,65,321,11,27.1704833,-81.1712067,22,10,0.7,1.1,"swine",2017-04-12 13:00:00,FALSE,"A",NA
"28",53529,"MAERC",53529,65,321,11,27.17051,-81.1711583,14,11,0.7,1,"swine",2017-04-12 13:30:00,FALSE,"A",NA
"29",53530,"MAERC",53530,65,321,11,27.1707117,-81.1710567,60,7,1.3,1.6,"swine",2017-04-12 14:00:00,FALSE,"A",NA
"30",53531,"MAERC",53531,65,321,11,27.1706683,-81.1710817,68,9,0.9,1.1,"swine",2017-04-12 14:30:00,FALSE,"A",NA
"31",53532,"MAERC",53532,65,321,11,27.17066,-81.1712983,12,9,0.8,1.1,"swine",2017-04-12 15:00:00,FALSE,"A",NA
"32",53533,"MAERC",53533,65,321,11,27.1706083,-81.1713883,12,9,0.8,1.1,"swine",2017-04-12 15:30:00,FALSE,"A",NA
"33",53534,"MAERC",53534,65,321,11,27.1705717,-81.1713533,18,9,0.9,1.2,"swine",2017-04-12 16:00:00,FALSE,"A",NA
"34",53535,"MAERC",53535,65,321,11,27.1705533,-81.1712633,2,7,1.1,1.4,"swine",2017-04-12 16:30:00,FALSE,"A",NA
"35",53536,"MAERC",53536,65,321,11,27.1706667,-81.1712367,12,6,1.5,1.7,"swine",2017-04-12 17:00:00,FALSE,"A",NA
"36",53537,"MAERC",53537,65,321,11,27.1705683,-81.1711483,28,8,1,1.3,"swine",2017-04-12 17:30:00,FALSE,"A",NA
"37",53538,"MAERC",53538,65,321,11,27.1704183,-81.1713617,8,11,0.8,1.4,"swine",2017-04-12 18:00:00,FALSE,"A",NA
"38",53539,"MAERC",53539,65,321,11,27.1704367,-81.1713917,8,11,0.7,1.1,"swine",2017-04-12 18:30:00,FALSE,"A",NA
"39",53540,"MAERC",53540,65,321,11,27.169995,-81.1727733,18,10,0.8,1.2,"swine",2017-04-12 19:00:00,FALSE,"A",NA
"40",53541,"MAERC",53541,65,321,11,27.1719567,-81.1723233,14,8,1.1,1.3,"swine",2017-04-12 19:30:00,FALSE,"A",NA
"41",53542,"MAERC",53542,65,321,11,27.1710067,-81.1705217,-4,7,1,1.2,"swine",2017-04-12 20:00:00,FALSE,"A",NA
"42",53543,"MAERC",53543,65,321,11,27.1717567,-81.1697533,-18,10,0.8,1,"swine",2017-04-12 20:30:00,FALSE,"A",NA
"43",53544,"MAERC",53544,65,321,11,27.1725083,-81.1712367,22,7,1,1.4,"swine",2017-04-12 21:00:00,FALSE,"A",NA
"44",53545,"MAERC",53545,65,321,11,27.172785,-81.1719967,22,8,0.8,1.2,"swine",2017-04-12 21:30:00,FALSE,"A",NA
"45",53546,"MAERC",53546,65,321,11,27.17268,-81.172905,24,6,1.2,1.5,"swine",2017-04-12 22:00:00,FALSE,"A",NA
"46",53547,"MAERC",53547,65,321,11,27.1707917,-81.1727283,46,7,1.1,1.4,"swine",2017-04-12 22:30:00,FALSE,"A",NA
"47",53548,"MAERC",53548,65,321,11,27.17049,-81.1720617,58,9,0.8,1.2,"swine",2017-04-12 23:00:00,FALSE,"A",NA
"48",53549,"MAERC",53549,65,321,11,27.1707733,-81.1720717,10,11,0.7,1,"swine",2017-04-12 23:30:00,FALSE,"A",NA
"49",53550,"MAERC",53550,65,321,11,27.1706833,-81.1719483,-12,7,1,1.7,"swine",2017-04-13 00:00:00,FALSE,"A",NA
"50",53551,"MAERC",53551,65,321,11,27.17078,-81.1720567,4,9,0.8,1.2,"swine",2017-04-13 00:30:00,FALSE,"A",NA
"51",53552,"MAERC",53552,65,321,11,27.17082,-81.1720317,-6,7,1.1,1.4,"swine",2017-04-13 01:00:00,FALSE,"A",NA
"52",53553,"MAERC",53553,65,321,11,27.170715,-81.172085,24,5,1.3,1.6,"swine",2017-04-13 01:30:00,FALSE,"A",NA
"53",53554,"MAERC",53554,65,321,11,27.1707667,-81.17183,82,6,1.4,1.6,"swine",2017-04-13 02:00:00,FALSE,"A",NA
"54",53555,"MAERC",53555,65,321,11,27.1705383,-81.1723067,-4,6,1.1,1.4,"swine",2017-04-13 02:30:00,FALSE,"A",NA
"55",53556,"MAERC",53556,65,321,11,27.170545,-81.1722833,-4,6,1,1.3,"swine",2017-04-13 03:00:00,FALSE,"A",NA
"56",53557,"MAERC",53557,65,321,11,27.1702483,-81.1717833,70,6,1,1.4,"swine",2017-04-13 03:30:00,FALSE,"A",NA
"57",53558,"MAERC",53558,65,321,11,27.17038,-81.17201,22,7,1,1.3,"swine",2017-04-13 04:00:00,FALSE,"A",NA
"58",53559,"MAERC",53559,65,321,11,27.1705433,-81.1719683,-52,8,0.9,1.3,"swine",2017-04-13 04:30:00,FALSE,"A",NA
"59",53560,"MAERC",53560,65,321,11,27.1705117,-81.1721233,-20,9,0.9,1.2,"swine",2017-04-13 05:00:00,FALSE,"A",NA
"60",53561,"MAERC",53561,65,321,11,27.1703717,-81.17214,-6,9,1.1,1.7,"swine",2017-04-13 05:30:00,FALSE,"A",NA
"61",53562,"MAERC",53562,65,321,11,27.17082,-81.1720583,-36,9,1,1.4,"swine",2017-04-13 06:00:00,FALSE,"A",NA
"62",53563,"MAERC",53563,65,321,11,27.170155,-81.1721233,0,8,0.9,1.3,"swine",2017-04-13 06:30:00,FALSE,"A",NA
"63",53564,"MAERC",53564,65,321,11,27.169925,-81.17217,-24,7,1.1,1.4,"swine",2017-04-13 06:59:00,FALSE,"A",NA
"64",53565,"MAERC",53565,65,321,11,27.1699917,-81.1723917,18,7,1.2,1.5,"swine",2017-04-13 07:30:00,FALSE,"A",NA
"65",53566,"MAERC",53566,65,321,11,27.1704967,-81.1720817,-24,9,1,1.3,"swine",2017-04-13 08:00:00,FALSE,"A",NA
"66",53567,"MAERC",53567,65,321,11,27.1709133,-81.1721683,64,9,0.9,1.2,"swine",2017-04-13 08:30:00,FALSE,"A",NA
"67",53568,"MAERC",53568,65,321,11,27.1706483,-81.1722883,52,7,1,1.3,"swine",2017-04-13 08:59:00,FALSE,"A",NA
"68",53569,"MAERC",53569,65,321,11,27.1705817,-81.1721733,28,9,0.9,1.2,"swine",2017-04-13 09:30:00,FALSE,"A",NA
"69",53570,"MAERC",53570,65,321,11,27.17067,-81.1721333,12,9,0.8,1.1,"swine",2017-04-13 10:00:00,FALSE,"A",NA
"70",53571,"MAERC",53571,65,321,11,27.17053,-81.1722767,-20,10,0.8,1.1,"swine",2017-04-13 10:30:00,FALSE,"A",NA
"71",53572,"MAERC",53572,65,321,11,27.1705633,-81.17224,6,9,1,1.3,"swine",2017-04-13 11:00:00,FALSE,"A",NA
"72",53573,"MAERC",53573,65,321,11,27.1705983,-81.1722583,12,10,0.8,1.1,"swine",2017-04-13 11:30:00,FALSE,"A",NA
"73",53574,"MAERC",53574,65,321,11,27.17047,-81.1722333,32,7,1,1.3,"swine",2017-04-13 12:00:00,FALSE,"A",NA
"74",53575,"MAERC",53575,65,321,11,27.1706333,-81.172315,-6,7,1,1.3,"swine",2017-04-13 12:30:00,FALSE,"A",NA
"75",53576,"MAERC",53576,65,321,11,27.1705283,-81.1723017,10,9,0.8,1.1,"swine",2017-04-13 13:00:00,FALSE,"A",NA
"76",53577,"MAERC",53577,65,321,11,27.1707433,-81.1723833,-32,7,0.9,1.2,"swine",2017-04-13 13:30:00,FALSE,"A",NA
"77",53578,"MAERC",53578,65,321,11,27.1706717,-81.1724317,56,6,1.2,1.5,"swine",2017-04-13 14:00:00,FALSE,"A",NA
"78",53579,"MAERC",53579,65,321,11,27.1706867,-81.1723433,50,9,0.9,1.1,"swine",2017-04-13 14:30:00,FALSE,"A",NA
"79",53580,"MAERC",53580,65,321,11,27.17072,-81.1722467,42,8,0.9,1.2,"swine",2017-04-13 15:00:00,FALSE,"A",NA
"80",53581,"MAERC",53581,65,321,11,27.1708333,-81.1720033,8,8,0.9,1.3,"swine",2017-04-13 15:30:00,FALSE,"A",NA
"81",53582,"MAERC",53582,65,321,11,27.1709467,-81.1720617,-38,8,1,1.7,"swine",2017-04-13 16:00:00,FALSE,"A",NA
"82",53583,"MAERC",53583,65,321,11,27.1710483,-81.1721283,-22,7,1.1,1.4,"swine",2017-04-13 16:30:00,FALSE,"A",NA
"83",53584,"MAERC",53584,65,321,11,27.1708217,-81.1720883,-2,9,0.9,1.1,"swine",2017-04-13 17:00:00,FALSE,"A",NA
"84",53585,"MAERC",53585,65,321,11,27.1705267,-81.1722817,8,9,0.9,1.2,"swine",2017-04-13 17:30:00,FALSE,"A",NA
"85",53586,"MAERC",53586,65,321,11,27.1705583,-81.1722983,-2,10,0.8,1.5,"swine",2017-04-13 18:00:00,FALSE,"A",NA
"86",53587,"MAERC",53587,65,321,11,27.170985,-81.1713133,6,9,0.9,1.2,"swine",2017-04-13 18:30:00,FALSE,"A",NA
"87",53588,"MAERC",53588,65,321,11,27.1714067,-81.170975,18,8,1,1.3,"swine",2017-04-13 19:00:00,FALSE,"A",NA
"88",53589,"MAERC",53589,65,321,11,27.1714667,-81.1695317,22,9,0.9,1.2,"swine",2017-04-13 19:30:00,FALSE,"A",NA
"89",53590,"MAERC",53590,65,321,11,27.1704517,-81.1697883,20,8,1,1.3,"swine",2017-04-13 20:00:00,FALSE,"A",NA
"90",53591,"MAERC",53591,65,321,11,27.1697633,-81.1695667,-36,5,1.4,1.6,"swine",2017-04-13 20:30:00,FALSE,"A",NA
"91",53592,"MAERC",53592,65,321,11,27.1694967,-81.1696533,4,7,0.9,1.2,"swine",2017-04-13 21:00:00,FALSE,"A",NA
"92",53593,"MAERC",53593,65,321,11,27.169165,-81.1692333,-22,7,0.9,1.3,"swine",2017-04-13 21:30:00,FALSE,"A",NA
"93",53594,"MAERC",53594,65,321,11,27.1686317,-81.1706317,62,6,1.2,1.4,"swine",2017-04-13 22:00:00,FALSE,"A",NA
"94",53595,"MAERC",53595,65,321,11,27.169945,-81.1735933,26,7,1.1,1.4,"swine",2017-04-13 22:30:00,FALSE,"A",NA
"95",53596,"MAERC",53596,65,321,11,27.1718767,-81.173595,30,9,0.8,1.5,"swine",2017-04-13 23:00:00,FALSE,"A",NA
"96",53597,"MAERC",53597,65,321,11,27.1726717,-81.1729733,0,9,0.8,1.1,"swine",2017-04-13 23:30:00,FALSE,"A",NA
"97",53598,"MAERC",53598,65,321,11,27.1745833,-81.17207,4,9,0.8,1.1,"swine",2017-04-14 00:00:00,FALSE,"A",NA
"98",53599,"MAERC",53599,65,321,11,27.1745567,-81.1709517,-60,7,1,1.4,"swine",2017-04-14 00:30:00,FALSE,"A",NA
"99",53600,"MAERC",53600,65,321,11,27.17476,-81.1707817,-100,5,1.4,1.7,"swine",2017-04-14 01:00:00,FALSE,"A",NA
"100",53601,"MAERC",53601,65,321,11,27.1742017,-81.17088,6,8,1.1,1.4,"swine",2017-04-14 01:30:00,FALSE,"A",NA
"101",53602,"MAERC",53602,65,321,11,27.174095,-81.1708967,14,9,0.9,1.2,"swine",2017-04-14 02:00:00,FALSE,"A",NA
"102",53603,"MAERC",53603,65,321,11,27.17407,-81.1708633,14,8,1.1,1.4,"swine",2017-04-14 02:30:00,FALSE,"A",NA
"103",53604,"MAERC",53604,65,321,11,27.1739517,-81.1704183,10,7,1.4,1.6,"swine",2017-04-14 03:00:00,FALSE,"A",NA
"104",53605,"MAERC",53605,65,321,11,27.1740517,-81.1704033,12,7,1.2,1.5,"swine",2017-04-14 03:30:00,FALSE,"A",NA
"105",53606,"MAERC",53606,65,321,11,27.1740267,-81.1704117,14,6,1.3,1.6,"swine",2017-04-14 04:00:00,FALSE,"A",NA
"106",53607,"MAERC",53607,65,321,11,27.1740467,-81.17035,14,7,1.2,1.4,"swine",2017-04-14 04:29:00,FALSE,"A",NA
"107",53608,"MAERC",53608,65,321,11,27.1741117,-81.1704217,18,6,1.5,1.7,"swine",2017-04-14 05:00:00,FALSE,"A",NA
"108",53609,"MAERC",53609,65,321,11,27.1740433,-81.1702967,24,6,1.2,1.5,"swine",2017-04-14 05:30:00,FALSE,"A",NA
"109",53610,"MAERC",53610,65,321,11,27.173985,-81.1702717,26,7,1.1,1.4,"swine",2017-04-14 06:00:00,FALSE,"A",NA
"110",53611,"MAERC",53611,65,321,11,27.173775,-81.1702933,34,6,1.1,1.4,"swine",2017-04-14 06:30:00,FALSE,"A",NA
"111",53612,"MAERC",53612,65,321,11,27.17394,-81.1703133,2,7,1,1.3,"swine",2017-04-14 07:00:00,FALSE,"A",NA
"112",53613,"MAERC",53613,65,321,11,27.17376,-81.1704817,26,6,1.2,1.5,"swine",2017-04-14 07:30:00,FALSE,"A",NA
"113",53614,"MAERC",53614,65,321,11,27.173935,-81.1704317,0,6,1.2,1.6,"swine",2017-04-14 08:00:00,FALSE,"A",NA
"114",53615,"MAERC",53615,65,321,11,27.1740717,-81.1703167,40,8,0.9,1.2,"swine",2017-04-14 08:30:00,FALSE,"A",NA
"115",53616,"MAERC",53616,65,321,11,27.1742117,-81.1705617,24,8,0.9,1.3,"swine",2017-04-14 09:00:00,FALSE,"A",NA
"116",53617,"MAERC",53617,65,321,11,27.1742017,-81.170405,16,8,1,1.3,"swine",2017-04-14 09:30:00,FALSE,"A",NA
"117",53618,"MAERC",53618,65,321,11,27.1743,-81.170305,4,8,1.1,1.4,"swine",2017-04-14 10:00:00,FALSE,"A",NA
"118",53619,"MAERC",53619,65,321,11,27.1739783,-81.1704183,4,8,1.1,1.4,"swine",2017-04-14 10:30:00,FALSE,"A",NA
"119",53620,"MAERC",53620,65,321,11,27.1740667,-81.169575,60,5,1.8,2,"swine",2017-04-14 11:00:00,FALSE,"A",NA
"120",53621,"MAERC",53621,65,321,11,27.1726517,-81.16969,18,10,0.8,1.1,"swine",2017-04-14 11:30:00,FALSE,"A",NA
"121",53622,"MAERC",53622,65,321,11,27.1704383,-81.1714917,18,10,0.8,1.2,"swine",2017-04-14 12:00:00,FALSE,"A",NA
"122",53623,"MAERC",53623,65,321,11,27.1702933,-81.1714017,10,10,0.7,1.1,"swine",2017-04-14 12:30:00,FALSE,"A",NA
"123",53624,"MAERC",53624,65,321,11,27.17026,-81.1713617,2,9,0.8,1.1,"swine",2017-04-14 13:00:00,FALSE,"A",NA
"124",53625,"MAERC",53625,65,321,11,27.1704383,-81.17139,20,9,0.8,1.1,"swine",2017-04-14 13:30:00,FALSE,"A",NA
"125",53626,"MAERC",53626,65,321,11,27.1702483,-81.1714317,-4,6,1.2,1.5,"swine",2017-04-14 14:00:00,FALSE,"A",NA
"126",53627,"MAERC",53627,65,321,11,27.1701767,-81.1714217,18,7,1.2,1.5,"swine",2017-04-14 14:30:00,FALSE,"A",NA
"127",53628,"MAERC",53628,65,321,11,27.1701083,-81.1710917,44,6,1,1.3,"swine",2017-04-14 15:00:00,FALSE,"A",NA
"128",53629,"MAERC",53629,65,321,11,27.170115,-81.171075,58,8,0.9,1.2,"swine",2017-04-14 15:30:00,FALSE,"A",NA
"129",53630,"MAERC",53630,65,321,11,27.1702317,-81.1710283,14,9,0.8,1.5,"swine",2017-04-14 16:00:00,FALSE,"A",NA
"130",53631,"MAERC",53631,65,321,11,27.1699717,-81.1708833,-46,7,1.1,1.4,"swine",2017-04-14 16:30:00,FALSE,"A",NA
"131",53632,"MAERC",53632,65,321,11,27.1701617,-81.1710633,-20,9,1,1.3,"swine",2017-04-14 17:00:00,FALSE,"A",NA
"132",53633,"MAERC",53633,65,321,11,27.1702933,-81.17111,14,11,0.8,1.1,"swine",2017-04-14 17:30:00,FALSE,"A",NA
"133",53634,"MAERC",53634,65,321,11,27.17033,-81.1712483,-24,8,0.9,1.2,"swine",2017-04-14 18:00:00,FALSE,"A",NA
"134",53635,"MAERC",53635,65,321,11,27.170325,-81.1711917,6,9,0.9,1.2,"swine",2017-04-14 18:29:00,FALSE,"A",NA
"135",53636,"MAERC",53636,65,321,11,27.1701067,-81.171275,8,8,1,1.4,"swine",2017-04-14 19:00:00,FALSE,"A",NA
"136",53637,"MAERC",53637,65,321,11,27.169955,-81.17071,24,8,1,1.7,"swine",2017-04-14 19:30:00,FALSE,"A",NA
"137",53638,"MAERC",53638,65,321,11,27.1705833,-81.1716667,22,7,1.1,1.3,"swine",2017-04-14 20:00:00,FALSE,"A",NA
"138",53639,"MAERC",53639,65,321,11,27.1710183,-81.1699683,28,6,1.1,1.4,"swine",2017-04-14 20:30:00,FALSE,"A",NA
"139",53640,"MAERC",53640,65,321,11,27.17105,-81.1699217,34,6,1.1,1.4,"swine",2017-04-14 21:00:00,FALSE,"A",NA
"140",53641,"MAERC",53641,65,321,11,27.1710317,-81.16979,-10,7,1,1.4,"swine",2017-04-14 21:30:00,FALSE,"A",NA
"141",53642,"MAERC",53642,65,321,11,27.1710617,-81.1696817,0,7,1,1.4,"swine",2017-04-14 22:00:00,FALSE,"A",NA
"142",53643,"MAERC",53643,65,321,11,27.1709017,-81.1699183,8,5,2.4,3.4,"swine",2017-04-14 22:30:00,FALSE,"A",NA
"143",53644,"MAERC",53644,65,321,11,27.1722583,-81.1712083,36,9,0.8,1.2,"swine",2017-04-14 23:00:00,FALSE,"A",NA
"144",53645,"MAERC",53645,65,321,11,27.173545,-81.1717917,20,10,0.8,1.1,"swine",2017-04-14 23:30:00,FALSE,"A",NA
"145",53646,"MAERC",53646,65,321,11,27.174735,-81.172245,10,8,0.9,1.2,"swine",2017-04-15 00:00:00,FALSE,"A",NA
"146",53647,"MAERC",53647,65,321,11,27.1741883,-81.1724083,0,10,0.8,1.1,"swine",2017-04-15 00:30:00,FALSE,"A",NA
"147",53648,"MAERC",53648,65,321,11,27.17536,-81.1722317,2,9,0.9,1.2,"swine",2017-04-15 01:00:00,FALSE,"A",NA
"148",53649,"MAERC",53649,65,321,11,27.175765,-81.1707433,4,10,0.9,1.2,"swine",2017-04-15 01:30:00,FALSE,"A",NA
"149",53650,"MAERC",53650,65,321,11,27.1744267,-81.169645,16,8,1.1,1.4,"swine",2017-04-15 01:59:00,FALSE,"A",NA
"150",53651,"MAERC",53651,65,321,11,27.1744717,-81.16932,30,8,1.1,1.4,"swine",2017-04-15 02:30:00,FALSE,"A",NA
"151",53652,"MAERC",53652,65,321,11,27.174745,-81.168875,-24,6,1.5,1.7,"swine",2017-04-15 03:00:00,FALSE,"A",NA
"152",53653,"MAERC",53653,65,321,11,27.1748233,-81.1690583,18,7,1.2,1.5,"swine",2017-04-15 03:30:00,FALSE,"A",NA
"153",53654,"MAERC",53654,65,321,11,27.1749333,-81.1690967,-44,8,1,1.3,"swine",2017-04-15 04:00:00,FALSE,"A",NA
"154",53655,"MAERC",53655,65,321,11,27.174845,-81.1690983,-2,8,0.9,1.2,"swine",2017-04-15 04:30:00,FALSE,"A",NA
"155",53656,"MAERC",53656,65,321,11,27.1747483,-81.1690083,-10,5,1.6,1.8,"swine",2017-04-15 05:00:00,FALSE,"A",NA
"156",53657,"MAERC",53657,65,321,11,27.1746417,-81.16897,-12,5,1.4,1.7,"swine",2017-04-15 05:30:00,FALSE,"A",NA
"157",53658,"MAERC",53658,65,321,11,27.1747617,-81.1691567,26,7,1,1.3,"swine",2017-04-15 06:00:00,FALSE,"A",NA
"158",53659,"MAERC",53659,65,321,11,27.1744783,-81.1694567,54,6,1.2,1.5,"swine",2017-04-15 06:30:00,FALSE,"A",NA
"159",53660,"MAERC",53660,65,321,11,27.1744983,-81.1693817,62,7,1,1.3,"swine",2017-04-15 06:59:00,FALSE,"A",NA
"160",53661,"MAERC",53661,65,321,11,27.1745483,-81.1693967,50,7,1,1.3,"swine",2017-04-15 06:59:00,FALSE,"A",NA
"161",53662,"MAERC",53662,65,321,11,27.174575,-81.1693433,32,6,1.2,1.5,"swine",2017-04-15 07:30:00,FALSE,"A",NA
"162",53663,"MAERC",53663,65,321,11,27.1745383,-81.1693433,16,8,1.1,1.4,"swine",2017-04-15 08:00:00,FALSE,"A",NA
"163",53664,"MAERC",53664,65,321,11,27.1745683,-81.16924,46,6,1.3,1.6,"swine",2017-04-15 08:30:00,FALSE,"A",NA
"164",53665,"MAERC",53665,65,321,11,27.17471,-81.1690467,32,7,1.1,1.4,"swine",2017-04-15 09:00:00,FALSE,"A",NA
"165",53666,"MAERC",53666,65,321,11,27.1748533,-81.169265,22,8,1,1.4,"swine",2017-04-15 09:30:00,FALSE,"A",NA
"166",53667,"MAERC",53667,65,321,11,27.1748383,-81.1692417,16,11,0.7,1,"swine",2017-04-15 10:00:00,FALSE,"A",NA
"167",53668,"MAERC",53668,65,321,11,27.1747883,-81.16935,0,7,1.2,1.5,"swine",2017-04-15 10:30:00,FALSE,"A",NA
"168",53669,"MAERC",53669,65,321,11,27.1746233,-81.1694167,2,8,1,1.3,"swine",2017-04-15 11:00:00,FALSE,"A",NA
"169",53670,"MAERC",53670,65,321,11,27.1749533,-81.1693567,14,9,0.9,1.2,"swine",2017-04-15 11:30:00,FALSE,"A",NA
"170",53671,"MAERC",53671,65,321,11,27.1748467,-81.1694133,6,6,1.2,1.5,"swine",2017-04-15 12:00:00,FALSE,"A",NA
"171",53672,"MAERC",53672,65,321,11,27.1748833,-81.1694817,8,8,0.9,1.2,"swine",2017-04-15 12:30:00,FALSE,"A",NA
"172",53673,"MAERC",53673,65,321,11,27.1748367,-81.1693767,28,7,1.3,2.1,"swine",2017-04-15 13:00:00,FALSE,"A",NA
"173",53674,"MAERC",53674,65,321,11,27.1747667,-81.1693633,32,6,2.1,2.2,"swine",2017-04-15 13:30:00,FALSE,"A",NA
"174",53675,"MAERC",53675,65,321,11,27.1751667,-81.1695917,86,6,1.2,1.5,"swine",2017-04-15 14:00:00,FALSE,"A",NA
"175",53676,"MAERC",53676,65,321,11,27.1747783,-81.16937,10,10,0.8,1.1,"swine",2017-04-15 14:30:00,FALSE,"A",NA
"176",53677,"MAERC",53677,65,321,11,27.1747833,-81.16935,20,10,0.7,1.5,"swine",2017-04-15 15:00:00,FALSE,"A",NA
"177",53678,"MAERC",53678,65,321,11,27.1748433,-81.1694117,10,8,1,1.3,"swine",2017-04-15 15:30:00,FALSE,"A",NA
"178",53679,"MAERC",53679,65,321,11,27.17487,-81.16937,32,8,1,1.4,"swine",2017-04-15 16:00:00,FALSE,"A",NA
"179",53680,"MAERC",53680,65,321,11,27.1748417,-81.1693867,36,8,1,1.3,"swine",2017-04-15 16:30:00,FALSE,"A",NA
"180",53681,"MAERC",53681,65,321,11,27.17476,-81.1694067,-2,8,0.9,1.2,"swine",2017-04-15 17:00:00,FALSE,"A",NA
"181",53682,"MAERC",53682,65,321,11,27.1748483,-81.1694767,4,9,0.9,1.7,"swine",2017-04-15 17:30:00,FALSE,"A",NA
"182",53683,"MAERC",53683,65,321,11,27.1749767,-81.1693967,40,9,0.8,1.2,"swine",2017-04-15 18:00:00,FALSE,"A",NA
"183",53684,"MAERC",53684,65,321,11,27.1748367,-81.1693217,-52,9,0.8,1.1,"swine",2017-04-15 18:30:00,FALSE,"A",NA
"184",53685,"MAERC",53685,65,321,11,27.17501,-81.1694517,22,7,1.2,1.5,"swine",2017-04-15 19:00:00,FALSE,"A",NA
"185",53686,"MAERC",53686,65,321,11,27.1751333,-81.169395,60,7,1.4,1.6,"swine",2017-04-15 19:30:00,FALSE,"A",NA
"186",53687,"MAERC",53687,65,321,11,27.1744833,-81.16991,26,7,1.3,1.5,"swine",2017-04-15 20:00:00,FALSE,"A",NA
"187",53688,"MAERC",53688,65,321,11,27.1751617,-81.1694217,14,7,1.1,1.4,"swine",2017-04-15 20:30:00,FALSE,"A",NA
"188",53689,"MAERC",53689,65,321,11,27.17437,-81.1720967,4,9,0.8,1.1,"swine",2017-04-15 21:00:00,FALSE,"A",NA
"189",53690,"MAERC",53690,65,321,11,27.1708667,-81.1710617,-40,8,0.9,1.3,"swine",2017-04-15 21:30:00,FALSE,"A",NA
"190",53691,"MAERC",53691,65,321,11,27.169125,-81.1736,-6,9,0.8,1.1,"swine",2017-04-15 22:00:00,FALSE,"A",NA
