"","X","location","OBJECTID","sensor_id","field_code","individual_ID","fix_lat","fix_long","alt","sat","HDOP","PDOP","species","gmtneg5","sex","age","GPS.positional.dilution"
"3355",56856,"MAERC",56856,65,321,11,27.1688533,-81.17257,30,8,0.8,1.1,"swine",2017-06-20 06:00:00,FALSE,"A",NA
"3356",56857,"MAERC",56857,65,321,11,27.1695433,-81.1725533,46,7,0.9,1.3,"swine",2017-06-20 06:30:00,FALSE,"A",NA
"3357",56858,"MAERC",56858,65,321,11,27.1692767,-81.1730883,52,8,0.9,1.2,"swine",2017-06-20 06:59:00,FALSE,"A",NA
"3358",56859,"MAERC",56859,65,321,11,27.1693683,-81.172885,26,8,0.9,1.2,"swine",2017-06-20 07:00:00,FALSE,"A",NA
"3359",56860,"MAERC",56860,65,321,11,27.1693467,-81.1711017,66,8,0.9,1.2,"swine",2017-06-20 07:30:00,FALSE,"A",NA
"3360",56861,"MAERC",56861,65,321,11,27.1691083,-81.1709483,120,8,0.9,1.2,"swine",2017-06-20 08:00:00,FALSE,"A",NA
"3361",56862,"MAERC",56862,65,321,11,27.1692417,-81.1706067,32,9,0.8,1.1,"swine",2017-06-20 08:30:00,FALSE,"A",NA
"3362",56863,"MAERC",56863,65,321,11,27.1693283,-81.1707433,10,10,0.8,1,"swine",2017-06-20 09:00:00,FALSE,"A",NA
"3363",56864,"MAERC",56864,65,321,11,27.1692033,-81.17062,24,8,1,1.3,"swine",2017-06-20 09:30:00,FALSE,"A",NA
"3364",56865,"MAERC",56865,65,321,11,27.16924,-81.1707533,4,9,0.8,1.1,"swine",2017-06-20 10:00:00,FALSE,"A",NA
"3365",56866,"MAERC",56866,65,321,11,27.169215,-81.1706467,30,10,0.7,1.5,"swine",2017-06-20 10:30:00,FALSE,"A",NA
"3366",56867,"MAERC",56867,65,321,11,27.16929,-81.170685,22,10,0.8,1.1,"swine",2017-06-20 11:00:00,FALSE,"A",NA
"3367",56868,"MAERC",56868,65,321,11,27.1691967,-81.1707283,24,10,0.8,1.1,"swine",2017-06-20 11:30:00,FALSE,"A",NA
"3368",56869,"MAERC",56869,65,321,11,27.1688233,-81.1706067,-28,5,1.9,2.1,"swine",2017-06-20 12:00:00,FALSE,"A",NA
"3369",56870,"MAERC",56870,65,321,11,27.1691783,-81.1707767,-8,11,0.7,1.2,"swine",2017-06-20 12:30:00,FALSE,"A",NA
"3370",56871,"MAERC",56871,65,321,11,27.16916,-81.170445,-118,6,1.3,1.7,"swine",2017-06-20 13:00:00,FALSE,"A",NA
"3371",56872,"MAERC",56872,65,321,11,27.1693617,-81.170855,-44,8,0.9,1.3,"swine",2017-06-20 13:30:00,FALSE,"A",NA
"3372",56873,"MAERC",56873,65,321,11,27.1694483,-81.1708417,-28,11,0.7,1.1,"swine",2017-06-20 14:00:00,FALSE,"A",NA
"3373",56874,"MAERC",56874,65,321,11,27.16935,-81.170495,4,8,1.1,1.4,"swine",2017-06-20 14:30:00,FALSE,"A",NA
"3374",56875,"MAERC",56875,65,321,11,27.169315,-81.17064,-56,8,1,1.3,"swine",2017-06-20 15:00:00,FALSE,"A",NA
"3375",56876,"MAERC",56876,65,321,11,27.1693183,-81.17033,-10,8,1,1.3,"swine",2017-06-20 15:30:00,FALSE,"A",NA
"3376",56877,"MAERC",56877,65,321,11,27.1691933,-81.170485,6,5,1.4,1.7,"swine",2017-06-20 16:00:00,FALSE,"A",NA
"3377",56878,"MAERC",56878,65,321,11,27.1691033,-81.1706783,20,9,0.8,1.1,"swine",2017-06-20 16:30:00,FALSE,"A",NA
"3378",56879,"MAERC",56879,65,321,11,27.1688617,-81.1707383,72,7,1,1.4,"swine",2017-06-20 17:00:00,FALSE,"A",NA
"3379",56880,"MAERC",56880,65,321,11,27.1691083,-81.1707433,38,8,0.9,1.3,"swine",2017-06-20 17:30:00,FALSE,"A",NA
"3380",56881,"MAERC",56881,65,321,11,27.1691267,-81.1707783,-12,6,1.2,1.6,"swine",2017-06-20 18:00:00,FALSE,"A",NA
"3381",56882,"MAERC",56882,65,321,11,27.169305,-81.1706583,24,9,0.8,1.1,"swine",2017-06-20 18:30:00,FALSE,"A",NA
"3382",56883,"MAERC",56883,65,321,11,27.1692817,-81.1706433,20,9,0.9,1.2,"swine",2017-06-20 19:00:00,FALSE,"A",NA
"3383",56884,"MAERC",56884,65,321,11,27.1690867,-81.17118,14,9,0.9,1.7,"swine",2017-06-20 19:30:00,FALSE,"A",NA
"3384",56885,"MAERC",56885,65,321,11,27.1680267,-81.170945,18,10,0.8,1.2,"swine",2017-06-20 20:00:00,FALSE,"A",NA
"3385",56886,"MAERC",56886,65,321,11,27.167405,-81.1698833,24,9,0.9,1.2,"swine",2017-06-20 20:30:00,FALSE,"A",NA
"3386",56887,"MAERC",56887,65,321,11,27.16713,-81.1699883,100,6,1.2,1.5,"swine",2017-06-20 21:00:00,FALSE,"A",NA
"3387",56888,"MAERC",56888,65,321,11,27.1675783,-81.1708367,-4,6,1.4,1.7,"swine",2017-06-20 21:30:00,FALSE,"A",NA
"3388",56889,"MAERC",56889,65,321,11,27.1661683,-81.173745,14,9,0.9,1.2,"swine",2017-06-20 22:00:00,FALSE,"A",NA
"3389",56890,"MAERC",56890,65,321,11,27.1655467,-81.17158,10,9,0.9,1.2,"swine",2017-06-20 22:30:00,FALSE,"A",NA
"3390",56891,"MAERC",56891,65,321,11,27.1649683,-81.1706467,14,10,0.8,1.1,"swine",2017-06-20 23:00:00,FALSE,"A",NA
"3391",56892,"MAERC",56892,65,321,11,27.16468,-81.1704433,16,9,0.8,1.1,"swine",2017-06-20 23:30:00,FALSE,"A",NA
"3392",56893,"MAERC",56893,65,321,11,27.1645467,-81.1711333,12,8,1,1.3,"swine",2017-06-21 00:00:00,FALSE,"A",NA
"3393",56894,"MAERC",56894,65,321,11,27.1643983,-81.1715917,6,6,1.6,1.9,"swine",2017-06-21 00:30:00,FALSE,"A",NA
"3394",56895,"MAERC",56895,65,321,11,27.164815,-81.171755,6,8,1,1.3,"swine",2017-06-21 01:00:00,FALSE,"A",NA
"3395",56896,"MAERC",56896,65,321,11,27.16555,-81.1714783,16,7,1,1.3,"swine",2017-06-21 01:30:00,FALSE,"A",NA
"3396",56897,"MAERC",56897,65,321,11,27.1654483,-81.17335,14,9,1,1.3,"swine",2017-06-21 02:00:00,FALSE,"A",NA
"3397",56898,"MAERC",56898,65,321,11,27.1649733,-81.1739883,-10,7,1.3,1.6,"swine",2017-06-21 02:30:00,FALSE,"A",NA
"3398",56899,"MAERC",56899,65,321,11,27.1638017,-81.173665,26,7,1.4,1.6,"swine",2017-06-21 03:00:00,FALSE,"A",NA
"3399",56900,"MAERC",56900,65,321,11,27.162125,-81.1734483,2,10,0.8,1.1,"swine",2017-06-21 03:30:00,FALSE,"A",NA
"3400",56901,"MAERC",56901,65,321,11,27.16184,-81.1724117,10,10,0.8,1.1,"swine",2017-06-21 04:00:00,FALSE,"A",NA
"3401",56902,"MAERC",56902,65,321,11,27.1624633,-81.1716617,16,11,0.8,1.1,"swine",2017-06-21 04:30:00,FALSE,"A",NA
"3402",56903,"MAERC",56903,65,321,11,27.1664717,-81.1690633,18,9,0.9,1.2,"swine",2017-06-21 05:00:00,FALSE,"A",NA
"3403",56904,"MAERC",56904,65,321,11,27.1664717,-81.1694117,2,10,0.8,1.1,"swine",2017-06-21 05:30:00,FALSE,"A",NA
"3404",56905,"MAERC",56905,65,321,11,27.1670767,-81.1702717,-10,6,1.3,1.6,"swine",2017-06-21 06:00:00,FALSE,"A",NA
"3405",56906,"MAERC",56906,65,321,11,27.1678283,-81.1733883,10,10,0.8,1.1,"swine",2017-06-21 06:30:00,FALSE,"A",NA
"3406",56907,"MAERC",56907,65,321,11,27.1693017,-81.1707467,2,8,1,1.3,"swine",2017-06-21 06:59:00,FALSE,"A",NA
"3407",56908,"MAERC",56908,65,321,11,27.16932,-81.1705533,30,7,0.9,1.3,"swine",2017-06-21 07:30:00,FALSE,"A",NA
"3408",56909,"MAERC",56909,65,321,11,27.1692267,-81.1707883,20,9,0.8,1.1,"swine",2017-06-21 08:00:00,FALSE,"A",NA
"3409",56910,"MAERC",56910,65,321,11,27.1691067,-81.170785,6,8,0.9,1.2,"swine",2017-06-21 08:30:00,FALSE,"A",NA
"3410",56911,"MAERC",56911,65,321,11,27.1693433,-81.1705017,32,6,1.2,1.5,"swine",2017-06-21 09:00:00,FALSE,"A",NA
"3411",56912,"MAERC",56912,65,321,11,27.1692867,-81.1705767,16,8,1,1.3,"swine",2017-06-21 09:30:00,FALSE,"A",NA
"3412",56913,"MAERC",56913,65,321,11,27.1693217,-81.17055,22,7,1.1,1.4,"swine",2017-06-21 10:00:00,FALSE,"A",NA
"3413",56914,"MAERC",56914,65,321,11,27.1693783,-81.17059,-34,8,0.9,1.2,"swine",2017-06-21 10:30:00,FALSE,"A",NA
"3414",56915,"MAERC",56915,65,321,11,27.1693883,-81.17056,-28,7,1,1.3,"swine",2017-06-21 11:00:00,FALSE,"A",NA
"3415",56916,"MAERC",56916,65,321,11,27.1693933,-81.170675,22,6,1.3,1.6,"swine",2017-06-21 11:30:00,FALSE,"A",NA
"3416",56917,"MAERC",56917,65,321,11,27.1694667,-81.17092,18,8,1,1.3,"swine",2017-06-21 12:00:00,FALSE,"A",NA
"3417",56918,"MAERC",56918,65,321,11,27.16956,-81.170765,42,7,1.2,1.5,"swine",2017-06-21 12:30:00,FALSE,"A",NA
"3418",56919,"MAERC",56919,65,321,11,27.16898,-81.1703383,12,12,0.7,1,"swine",2017-06-21 13:00:00,FALSE,"A",NA
"3419",56920,"MAERC",56920,65,321,11,27.1692617,-81.1704267,4,9,0.9,1.2,"swine",2017-06-21 13:30:00,FALSE,"A",NA
"3420",56921,"MAERC",56921,65,321,11,27.16949,-81.170935,-72,9,0.9,1.2,"swine",2017-06-21 14:00:00,FALSE,"A",NA
"3421",56922,"MAERC",56922,65,321,11,27.1695017,-81.1710633,-88,6,1,1.4,"swine",2017-06-21 14:30:00,FALSE,"A",NA
"3422",56923,"MAERC",56923,65,321,11,27.1692833,-81.1708533,56,8,1,1.2,"swine",2017-06-21 15:00:00,FALSE,"A",NA
"3423",56924,"MAERC",56924,65,321,11,27.169075,-81.1705483,18,8,0.9,1.7,"swine",2017-06-21 15:30:00,FALSE,"A",NA
"3424",56925,"MAERC",56925,65,321,11,27.1690633,-81.1707867,12,7,1.1,1.4,"swine",2017-06-21 16:00:00,FALSE,"A",NA
"3425",56926,"MAERC",56926,65,321,11,27.169145,-81.1708583,30,9,0.8,1.2,"swine",2017-06-21 16:30:00,FALSE,"A",NA
"3426",56927,"MAERC",56927,65,321,11,27.1691767,-81.1708583,40,9,1,2,"swine",2017-06-21 17:00:00,FALSE,"A",NA
"3427",56928,"MAERC",56928,65,321,11,27.1691617,-81.1709367,-2,9,0.9,1.2,"swine",2017-06-21 17:30:00,FALSE,"A",NA
"3428",56929,"MAERC",56929,65,321,11,27.16913,-81.170945,16,7,1.1,1.4,"swine",2017-06-21 18:00:00,FALSE,"A",NA
"3429",56930,"MAERC",56930,65,321,11,27.16907,-81.1711067,6,10,0.8,1.1,"swine",2017-06-21 18:30:00,FALSE,"A",NA
"3430",56931,"MAERC",56931,65,321,11,27.1692117,-81.1706367,28,8,0.9,1.3,"swine",2017-06-21 19:00:00,FALSE,"A",NA
"3431",56932,"MAERC",56932,65,321,11,27.1691867,-81.1706767,24,10,0.8,1.1,"swine",2017-06-21 19:30:00,FALSE,"A",NA
"3432",56933,"MAERC",56933,65,321,11,27.1691517,-81.17061,20,8,0.9,1.3,"swine",2017-06-21 20:00:00,FALSE,"A",NA
"3433",56934,"MAERC",56934,65,321,11,27.1689867,-81.170365,52,8,1,1.3,"swine",2017-06-21 20:30:00,FALSE,"A",NA
"3434",56935,"MAERC",56935,65,321,11,27.168295,-81.1698017,16,6,1.5,1.7,"swine",2017-06-21 21:00:00,FALSE,"A",NA
"3435",56936,"MAERC",56936,65,321,11,27.167925,-81.1695517,28,9,0.9,1.2,"swine",2017-06-21 21:30:00,FALSE,"A",NA
"3436",56937,"MAERC",56937,65,321,11,27.1678433,-81.1694,42,8,0.9,1.2,"swine",2017-06-21 22:00:00,FALSE,"A",NA
"3437",56938,"MAERC",56938,65,321,11,27.1667867,-81.16892,30,10,0.8,1.1,"swine",2017-06-21 22:30:00,FALSE,"A",NA
"3438",56939,"MAERC",56939,65,321,11,27.1668717,-81.169025,20,9,0.8,1.2,"swine",2017-06-21 23:00:00,FALSE,"A",NA
"3439",56940,"MAERC",56940,65,321,11,27.16689,-81.168985,2,8,0.9,1.2,"swine",2017-06-21 23:30:00,FALSE,"A",NA
"3440",56941,"MAERC",56941,65,321,11,27.167225,-81.1696233,2,10,0.9,1.1,"swine",2017-06-22 00:00:00,FALSE,"A",NA
"3441",56942,"MAERC",56942,65,321,11,27.1671233,-81.1697033,2,8,1.2,1.4,"swine",2017-06-22 00:30:00,FALSE,"A",NA
"3442",56943,"MAERC",56943,65,321,11,27.16707,-81.169795,18,9,0.9,1.2,"swine",2017-06-22 01:00:00,FALSE,"A",NA
"3443",56944,"MAERC",56944,65,321,11,27.1673083,-81.170335,32,7,1.2,1.5,"swine",2017-06-22 01:30:00,FALSE,"A",NA
"3444",56945,"MAERC",56945,65,321,11,27.1675117,-81.170125,14,11,0.9,1.7,"swine",2017-06-22 02:00:00,FALSE,"A",NA
"3445",56946,"MAERC",56946,65,321,11,27.1678433,-81.169795,-14,9,0.9,1.8,"swine",2017-06-22 02:30:00,FALSE,"A",NA
"3446",56947,"MAERC",56947,65,321,11,27.1678733,-81.1692783,32,8,1.1,1.7,"swine",2017-06-22 03:00:00,FALSE,"A",NA
"3447",56948,"MAERC",56948,65,321,11,27.1685317,-81.16916,52,9,1,1.3,"swine",2017-06-22 03:30:00,FALSE,"A",NA
"3448",56949,"MAERC",56949,65,321,11,27.1695883,-81.169505,34,8,1,1.3,"swine",2017-06-22 04:00:00,FALSE,"A",NA
"3449",56950,"MAERC",56950,65,321,11,27.1705133,-81.1698767,26,10,0.8,1.1,"swine",2017-06-22 04:30:00,FALSE,"A",NA
"3450",56951,"MAERC",56951,65,321,11,27.1712467,-81.1697917,-14,8,1.1,1.3,"swine",2017-06-22 05:00:00,FALSE,"A",NA
"3451",56952,"MAERC",56952,65,321,11,27.172665,-81.172125,-76,11,0.7,1,"swine",2017-06-22 05:30:00,FALSE,"A",NA
"3452",56953,"MAERC",56953,65,321,11,27.1730533,-81.1731683,8,10,0.8,1.1,"swine",2017-06-22 06:00:00,FALSE,"A",NA
"3453",56954,"MAERC",56954,65,321,11,27.1732533,-81.173795,-2,9,1,1.8,"swine",2017-06-22 06:30:00,FALSE,"A",NA
"3454",56955,"MAERC",56955,65,321,11,27.1731033,-81.1748617,32,8,0.9,1.3,"swine",2017-06-22 06:59:00,FALSE,"A",NA
"3455",56956,"MAERC",56956,65,321,11,27.1730733,-81.1748317,84,8,1,1.3,"swine",2017-06-22 07:30:00,FALSE,"A",NA
"3456",56957,"MAERC",56957,65,321,11,27.1731033,-81.17495,92,8,1,1.3,"swine",2017-06-22 08:00:00,FALSE,"A",NA
"3457",56958,"MAERC",56958,65,321,11,27.173425,-81.17528,44,10,0.7,1.1,"swine",2017-06-22 08:30:00,FALSE,"A",NA
"3458",56959,"MAERC",56959,65,321,11,27.1733883,-81.1747567,52,6,1.4,2.3,"swine",2017-06-22 09:00:00,FALSE,"A",NA
"3459",56960,"MAERC",56960,65,321,11,27.1736183,-81.1745983,72,7,1,1.3,"swine",2017-06-22 09:30:00,FALSE,"A",NA
"3460",56961,"MAERC",56961,65,321,11,27.17376,-81.17461,58,8,1.1,1.4,"swine",2017-06-22 10:00:00,FALSE,"A",NA
"3461",56962,"MAERC",56962,65,321,11,27.1734167,-81.17506,18,8,0.9,1.2,"swine",2017-06-22 10:30:00,FALSE,"A",NA
"3462",56963,"MAERC",56963,65,321,11,27.17347,-81.175095,28,8,1.1,1.3,"swine",2017-06-22 11:00:00,FALSE,"A",NA
"3463",56964,"MAERC",56964,65,321,11,27.17348,-81.1750883,40,9,1,1.2,"swine",2017-06-22 11:30:00,FALSE,"A",NA
"3464",56965,"MAERC",56965,65,321,11,27.1735017,-81.1752417,52,6,1.4,1.7,"swine",2017-06-22 12:00:00,FALSE,"A",NA
"3465",56966,"MAERC",56966,65,321,11,27.1733917,-81.1749367,24,7,1.2,1.5,"swine",2017-06-22 12:29:00,FALSE,"A",NA
"3466",56967,"MAERC",56967,65,321,11,27.1732083,-81.1740817,182,6,1.3,1.6,"swine",2017-06-22 13:00:00,FALSE,"A",NA
"3467",56968,"MAERC",56968,65,321,11,27.1731933,-81.1735867,284,7,1.1,1.4,"swine",2017-06-22 13:30:00,FALSE,"A",NA
"3468",56969,"MAERC",56969,65,321,11,27.17344,-81.1751083,26,10,0.8,1.2,"swine",2017-06-22 14:00:00,FALSE,"A",NA
"3469",56970,"MAERC",56970,65,321,11,27.1734883,-81.1750933,20,10,0.9,1.2,"swine",2017-06-22 14:30:00,FALSE,"A",NA
"3470",56971,"MAERC",56971,65,321,11,27.1734783,-81.1750867,32,8,1.1,1.4,"swine",2017-06-22 14:59:00,FALSE,"A",NA
"3471",56972,"MAERC",56972,65,321,11,27.1734767,-81.1751617,26,9,0.8,1.1,"swine",2017-06-22 15:30:00,FALSE,"A",NA
"3472",56973,"MAERC",56973,65,321,11,27.1734183,-81.1751767,14,7,1,1.3,"swine",2017-06-22 16:00:00,FALSE,"A",NA
"3473",56974,"MAERC",56974,65,321,11,27.1733617,-81.175105,-8,8,0.9,1.2,"swine",2017-06-22 16:30:00,FALSE,"A",NA
"3474",56975,"MAERC",56975,65,321,11,27.1733533,-81.1751583,4,8,0.9,1.3,"swine",2017-06-22 17:00:00,FALSE,"A",NA
"3475",56976,"MAERC",56976,65,321,11,27.17315,-81.1752967,36,8,1,1.3,"swine",2017-06-22 17:30:00,FALSE,"A",NA
"3476",56977,"MAERC",56977,65,321,11,27.1732583,-81.17524,-16,8,1,1.4,"swine",2017-06-22 18:00:00,FALSE,"A",NA
"3477",56978,"MAERC",56978,65,321,11,27.1733033,-81.17506,-52,10,0.8,1.1,"swine",2017-06-22 18:30:00,FALSE,"A",NA
"3478",56979,"MAERC",56979,65,321,11,27.1732433,-81.1739967,20,11,0.7,1,"swine",2017-06-22 19:00:00,FALSE,"A",NA
"3479",56980,"MAERC",56980,65,321,11,27.1723017,-81.1739583,10,10,0.8,1.1,"swine",2017-06-22 19:30:00,FALSE,"A",NA
"3480",56981,"MAERC",56981,65,321,11,27.1722833,-81.1745517,-98,6,1.2,1.5,"swine",2017-06-22 20:00:00,FALSE,"A",NA
"3481",56982,"MAERC",56982,65,321,11,27.1700117,-81.1736567,12,9,1,1.8,"swine",2017-06-22 20:30:00,FALSE,"A",NA
"3482",56983,"MAERC",56983,65,321,11,27.1699167,-81.1734117,56,10,0.9,1.2,"swine",2017-06-22 21:00:00,FALSE,"A",NA
"3483",56984,"MAERC",56984,65,321,11,27.1685417,-81.1738917,64,10,0.8,1.1,"swine",2017-06-22 21:30:00,FALSE,"A",NA
"3484",56985,"MAERC",56985,65,321,11,27.1678233,-81.1730333,48,6,1.4,1.7,"swine",2017-06-22 22:00:00,FALSE,"A",NA
"3485",56986,"MAERC",56986,65,321,11,27.1669317,-81.1733717,10,7,1,1.3,"swine",2017-06-22 22:30:00,FALSE,"A",NA
"3486",56987,"MAERC",56987,65,321,11,27.165935,-81.1733967,16,9,0.8,1.2,"swine",2017-06-22 23:00:00,FALSE,"A",NA
"3487",56988,"MAERC",56988,65,321,11,27.1652233,-81.1723417,10,10,0.8,1.1,"swine",2017-06-22 23:30:00,FALSE,"A",NA
"3488",56989,"MAERC",56989,65,321,11,27.1647233,-81.171135,14,11,0.7,1,"swine",2017-06-23 00:00:00,FALSE,"A",NA
"3489",56990,"MAERC",56990,65,321,11,27.164185,-81.171195,-4,7,1.4,1.6,"swine",2017-06-23 00:30:00,FALSE,"A",NA
"3490",56991,"MAERC",56991,65,321,11,27.164325,-81.1723717,52,7,1.1,1.4,"swine",2017-06-23 01:00:00,FALSE,"A",NA
"3491",56992,"MAERC",56992,65,321,11,27.164345,-81.1735167,-32,11,0.8,1.1,"swine",2017-06-23 01:30:00,FALSE,"A",NA
"3492",56993,"MAERC",56993,65,321,11,27.1641317,-81.1728417,14,9,0.9,1.2,"swine",2017-06-23 02:00:00,FALSE,"A",NA
"3493",56994,"MAERC",56994,65,321,11,27.163785,-81.171875,16,8,1,1.3,"swine",2017-06-23 02:30:00,FALSE,"A",NA
"3494",56995,"MAERC",56995,65,321,11,27.16382,-81.170065,-32,7,1.4,1.6,"swine",2017-06-23 03:00:00,FALSE,"A",NA
"3495",56996,"MAERC",56996,65,321,11,27.1640367,-81.1702667,92,7,1.3,1.5,"swine",2017-06-23 03:30:00,FALSE,"A",NA
"3496",56997,"MAERC",56997,65,321,11,27.1634683,-81.169875,6,8,1.1,1.4,"swine",2017-06-23 04:00:00,FALSE,"A",NA
"3497",56998,"MAERC",56998,65,321,11,27.1641917,-81.16991,16,9,0.9,1.2,"swine",2017-06-23 04:30:00,FALSE,"A",NA
"3498",56999,"MAERC",56999,65,321,11,27.1651583,-81.1705433,28,9,0.8,1.1,"swine",2017-06-23 05:00:00,FALSE,"A",NA
"3499",57000,"MAERC",57000,65,321,11,27.1659183,-81.1733933,28,10,0.7,1,"swine",2017-06-23 05:30:00,FALSE,"A",NA
"3500",57001,"MAERC",57001,65,321,11,27.1668467,-81.1729817,26,8,0.8,1.1,"swine",2017-06-23 06:00:00,FALSE,"A",NA
"3501",57002,"MAERC",57002,65,321,11,27.1670317,-81.172485,30,9,0.8,1.2,"swine",2017-06-23 06:30:00,FALSE,"A",NA
"3502",57003,"MAERC",57003,65,321,11,27.1669467,-81.1730667,22,10,0.8,1.1,"swine",2017-06-23 06:59:00,FALSE,"A",NA
"3503",57004,"MAERC",57004,65,321,11,27.1693333,-81.170725,-12,7,1,1.3,"swine",2017-06-23 07:30:00,FALSE,"A",NA
"3504",57005,"MAERC",57005,65,321,11,27.1692317,-81.1707317,24,9,0.9,1.2,"swine",2017-06-23 08:00:00,FALSE,"A",NA
"3505",57006,"MAERC",57006,65,321,11,27.1692933,-81.1707683,32,10,0.8,1.1,"swine",2017-06-23 08:30:00,FALSE,"A",NA
"3506",57007,"MAERC",57007,65,321,11,27.1692083,-81.17073,12,7,1.1,1.9,"swine",2017-06-23 09:00:00,FALSE,"A",NA
"3507",57008,"MAERC",57008,65,321,11,27.1693767,-81.1706267,26,7,1.1,1.4,"swine",2017-06-23 09:30:00,FALSE,"A",NA
"3508",57009,"MAERC",57009,65,321,11,27.16928,-81.170535,40,9,0.9,1.2,"swine",2017-06-23 10:00:00,FALSE,"A",NA
"3509",57010,"MAERC",57010,65,321,11,27.1692833,-81.1705767,48,10,0.7,1.1,"swine",2017-06-23 10:30:00,FALSE,"A",NA
"3510",57011,"MAERC",57011,65,321,11,27.1691833,-81.1707633,84,7,1.1,1.5,"swine",2017-06-23 11:00:00,FALSE,"A",NA
"3511",57012,"MAERC",57012,65,321,11,27.16902,-81.1707083,34,9,0.9,1.3,"swine",2017-06-23 11:30:00,FALSE,"A",NA
"3512",57013,"MAERC",57013,65,321,11,27.1693017,-81.1704567,24,7,1.1,1.4,"swine",2017-06-23 12:00:00,FALSE,"A",NA
"3513",57014,"MAERC",57014,65,321,11,27.1691517,-81.170595,-16,9,1,1.2,"swine",2017-06-23 12:30:00,FALSE,"A",NA
"3514",57015,"MAERC",57015,65,321,11,27.169305,-81.1709567,-110,6,2,2.2,"swine",2017-06-23 13:00:00,FALSE,"A",NA
"3515",57016,"MAERC",57016,65,321,11,27.1693467,-81.1708583,-20,8,1,2.4,"swine",2017-06-23 13:30:00,FALSE,"A",NA
"3516",57017,"MAERC",57017,65,321,11,27.1691467,-81.170605,-22,5,1.4,1.7,"swine",2017-06-23 14:00:00,FALSE,"A",NA
"3517",57018,"MAERC",57018,65,321,11,27.1692217,-81.170665,10,6,1.2,1.5,"swine",2017-06-23 14:30:00,FALSE,"A",NA
"3518",57019,"MAERC",57019,65,321,11,27.169065,-81.170655,4,6,1.3,2.2,"swine",2017-06-23 15:00:00,FALSE,"A",NA
"3519",57020,"MAERC",57020,65,321,11,27.169275,-81.170585,14,7,1,1.3,"swine",2017-06-23 15:30:00,FALSE,"A",NA
"3520",57021,"MAERC",57021,65,321,11,27.1692817,-81.1706217,4,8,1,1.3,"swine",2017-06-23 16:00:00,FALSE,"A",NA
"3521",57022,"MAERC",57022,65,321,11,27.169245,-81.1706817,12,8,0.9,1.3,"swine",2017-06-23 16:30:00,FALSE,"A",NA
"3522",57023,"MAERC",57023,65,321,11,27.16922,-81.170695,16,8,1,1.3,"swine",2017-06-23 17:00:00,FALSE,"A",NA
"3523",57024,"MAERC",57024,65,321,11,27.1692117,-81.1707317,24,8,1,1.9,"swine",2017-06-23 17:30:00,FALSE,"A",NA
"3524",57025,"MAERC",57025,65,321,11,27.16917,-81.170635,40,8,0.9,1.2,"swine",2017-06-23 18:00:00,FALSE,"A",NA
"3525",57026,"MAERC",57026,65,321,11,27.16928,-81.1706217,34,7,1.1,1.4,"swine",2017-06-23 18:30:00,FALSE,"A",NA
"3526",57027,"MAERC",57027,65,321,11,27.16927,-81.170635,26,7,1.1,1.4,"swine",2017-06-23 19:00:00,FALSE,"A",NA
"3527",57028,"MAERC",57028,65,321,11,27.1698833,-81.1709817,-66,9,0.9,1.3,"swine",2017-06-23 19:30:00,FALSE,"A",NA
"3528",57029,"MAERC",57029,65,321,11,27.1691067,-81.1705167,36,8,1,1.3,"swine",2017-06-23 20:00:00,FALSE,"A",NA
"3529",57030,"MAERC",57030,65,321,11,27.1693567,-81.1706933,-22,8,1,1.3,"swine",2017-06-23 20:30:00,FALSE,"A",NA
"3530",57031,"MAERC",57031,65,321,11,27.169055,-81.1704267,52,4,2.5,2.7,"swine",2017-06-23 21:00:00,FALSE,"A",NA
"3531",57032,"MAERC",57032,65,321,11,27.1692517,-81.1705817,16,8,1,1.7,"swine",2017-06-23 21:30:00,FALSE,"A",NA
"3532",57033,"MAERC",57033,65,321,11,27.169385,-81.1700167,30,9,0.9,1.2,"swine",2017-06-23 22:00:00,FALSE,"A",NA
"3533",57034,"MAERC",57034,65,321,11,27.1717683,-81.1718117,20,10,0.8,1.1,"swine",2017-06-23 22:30:00,FALSE,"A",NA
"3534",57035,"MAERC",57035,65,321,11,27.1730483,-81.1730983,28,7,1,1.3,"swine",2017-06-23 23:00:00,FALSE,"A",NA
"3535",57036,"MAERC",57036,65,321,11,27.17445,-81.1734683,36,10,0.8,1.1,"swine",2017-06-23 23:30:00,FALSE,"A",NA
"3536",57037,"MAERC",57037,65,321,11,27.174065,-81.1724483,18,7,0.9,1.2,"swine",2017-06-24 00:00:00,FALSE,"A",NA
"3537",57038,"MAERC",57038,65,321,11,27.1727117,-81.17373,28,9,1,1.3,"swine",2017-06-24 00:30:00,FALSE,"A",NA
"3538",57039,"MAERC",57039,65,321,11,27.1719683,-81.17367,12,4,2,2.2,"swine",2017-06-24 01:00:00,FALSE,"A",NA
"3539",57040,"MAERC",57040,65,321,11,27.1710583,-81.1733333,6,10,0.9,1.8,"swine",2017-06-24 01:30:00,FALSE,"A",NA
"3540",57041,"MAERC",57041,65,321,11,27.1721717,-81.172785,8,8,1,1.3,"swine",2017-06-24 02:00:00,FALSE,"A",NA
"3541",57042,"MAERC",57042,65,321,11,27.1732033,-81.1732783,6,9,0.9,1.2,"swine",2017-06-24 02:30:00,FALSE,"A",NA
"3542",57043,"MAERC",57043,65,321,11,27.17296,-81.1737817,-8,9,0.9,1.1,"swine",2017-06-24 03:00:00,FALSE,"A",NA
