"","location","OBJECTID","sensor_id","field_code","individual_ID","fix_lat","fix_long","alt","sat","HDOP","PDOP","species","gmtneg5","sex","age","GPS.positional.dilution"
"14007","MAERC",14007,59,418,"6",27.16648,-81.1787083,34,8,0.9,1.3,"swine","4/8/2017 0:00","F","A",NA
"14008","MAERC",14008,59,418,"6",27.1663867,-81.178655,46,6,1.2,1.5,"swine","4/8/2017 0:30","F","A",NA
"14009","MAERC",14009,59,418,"6",27.1664383,-81.1787283,22,9,0.8,1.2,"swine","4/8/2017 1:00","F","A",NA
"14010","MAERC",14010,59,418,"6",27.1655633,-81.1777567,16,9,0.9,1.2,"swine","4/8/2017 1:30","F","A",NA
"14011","MAERC",14011,59,418,"6",27.1655767,-81.1764083,4,9,1,1.3,"swine","4/8/2017 2:00","F","A",NA
"14012","MAERC",14012,59,418,"6",27.1650633,-81.1773,16,8,1,1.3,"swine","4/8/2017 2:30","F","A",NA
"14013","MAERC",14013,59,418,"6",27.1650817,-81.1773967,6,8,1,1.3,"swine","4/8/2017 3:00","F","A",NA
"14014","MAERC",14014,59,418,"6",27.165155,-81.177585,12,7,1,1.4,"swine","4/8/2017 3:30","F","A",NA
"14015","MAERC",14015,59,418,"6",27.1650467,-81.1775317,24,7,1.1,1.4,"swine","4/8/2017 4:00","F","A",NA
"14016","MAERC",14016,59,418,"6",27.1664233,-81.177035,2,7,0.9,1.2,"swine","4/8/2017 4:30","F","A",NA
"14017","MAERC",14017,59,418,"6",27.167435,-81.176435,-98,9,0.8,1.2,"swine","4/8/2017 5:00","F","A",NA
"14018","MAERC",14018,59,418,"6",27.1676583,-81.17796,-70,8,1.1,1.4,"swine","4/8/2017 5:30","F","A",NA
"14019","MAERC",14019,59,418,"6",27.167775,-81.1780667,-36,8,1.1,1.4,"swine","4/8/2017 6:00","F","A",NA
"14020","MAERC",14020,59,418,"6",27.16767,-81.1778883,-56,8,1,1.3,"swine","4/8/2017 6:30","F","A",NA
"14021","MAERC",14021,59,418,"6",27.1677167,-81.1780967,-58,10,0.8,1.1,"swine","4/8/2017 6:59","F","A",NA
"14022","MAERC",14022,59,418,"6",27.1678083,-81.1780017,20,7,1.5,3.5,"swine","4/8/2017 7:30","F","A",NA
"14023","MAERC",14023,59,418,"6",27.167765,-81.1779283,28,7,1.4,2.6,"swine","4/8/2017 8:00","F","A",NA
"14024","MAERC",14024,59,418,"6",27.1678167,-81.1779733,6,9,1,1.3,"swine","4/8/2017 8:30","F","A",NA
"14025","MAERC",14025,59,418,"6",27.167845,-81.177865,22,9,1,1.3,"swine","4/8/2017 9:00","F","A",NA
"14026","MAERC",14026,59,418,"6",27.1678517,-81.1778533,18,10,0.9,1.2,"swine","4/8/2017 9:30","F","A",NA
"14027","MAERC",14027,59,418,"6",27.167905,-81.1779883,0,11,0.7,1,"swine","4/8/2017 10:00","F","A",NA
"14028","MAERC",14028,59,418,"6",27.1678617,-81.1780383,0,9,0.9,1.2,"swine","4/8/2017 10:30","F","A",NA
"14029","MAERC",14029,59,418,"6",27.167835,-81.1778233,42,10,0.8,1.1,"swine","4/8/2017 11:00","F","A",NA
"14030","MAERC",14030,59,418,"6",27.1678183,-81.177865,6,9,0.9,1.2,"swine","4/8/2017 11:30","F","A",NA
"14031","MAERC",14031,59,418,"6",27.1679717,-81.1779533,44,10,0.8,1.1,"swine","4/8/2017 12:00","F","A",NA
"14032","MAERC",14032,59,418,"6",27.1679467,-81.17799,10,9,0.9,1.2,"swine","4/8/2017 12:30","F","A",NA
"14033","MAERC",14033,59,418,"6",27.1678583,-81.1781117,42,11,0.7,1.4,"swine","4/8/2017 13:00","F","A",NA
"14034","MAERC",14034,59,418,"6",27.1679583,-81.1779883,20,10,0.7,1.1,"swine","4/8/2017 13:30","F","A",NA
"14035","MAERC",14035,59,418,"6",27.1679717,-81.1779817,24,9,0.9,1.1,"swine","4/8/2017 14:00","F","A",NA
