"","location","OBJECTID","sensor_id","field_code","individual_ID","fix_lat","fix_long","alt","sat","HDOP","PDOP","species","gmtneg5","sex","age","GPS.positional.dilution"
"111401","MAERC",111401,69,429,"22",27.1724433,-81.1822783,18,8,0.9,1.2,"swine","4/19/2017 0:00","F","A",NA
"111402","MAERC",111402,69,429,"22",27.1726333,-81.18256,26,9,0.8,1.2,"swine","4/19/2017 0:30","F","A",NA
"111403","MAERC",111403,69,429,"22",27.17281,-81.1827317,30,8,1,1.3,"swine","4/19/2017 1:00","F","A",NA
"111404","MAERC",111404,69,429,"22",27.17304,-81.1828783,14,7,1.2,2.2,"swine","4/19/2017 1:30","F","A",NA
"111405","MAERC",111405,69,429,"22",27.173705,-81.1833833,26,8,1,1.7,"swine","4/19/2017 2:00","F","A",NA
"111406","MAERC",111406,69,429,"22",27.1751517,-81.185235,30,8,0.9,1.2,"swine","4/19/2017 2:30","F","A",NA
"111407","MAERC",111407,69,429,"22",27.175185,-81.1855367,14,9,0.8,1.1,"swine","4/19/2017 3:00","F","A",NA
"111408","MAERC",111408,69,429,"22",27.1740667,-81.1829617,6,7,1,1.3,"swine","4/19/2017 3:30","F","A",NA
"111409","MAERC",111409,69,429,"22",27.1720367,-81.1825683,2,8,0.9,1.2,"swine","4/19/2017 4:00","F","A",NA
"111410","MAERC",111410,69,429,"22",27.17103,-81.1815017,-22,8,0.8,1.2,"swine","4/19/2017 4:30","F","A",NA
"111411","MAERC",111411,69,429,"22",27.1703117,-81.1814617,-2,6,1.4,1.7,"swine","4/19/2017 5:00","F","A",NA
"111412","MAERC",111412,69,429,"22",27.1692967,-81.1810717,24,10,0.8,1.1,"swine","4/19/2017 5:30","F","A",NA
"111413","MAERC",111413,69,429,"22",27.1692367,-81.1817217,16,7,1.1,1.4,"swine","4/19/2017 6:00","F","A",NA
"111414","MAERC",111414,69,429,"22",27.1692633,-81.1817383,-6,7,1.1,1.4,"swine","4/19/2017 6:30","F","A",NA
"111415","MAERC",111415,69,429,"22",27.169285,-81.1818133,-8,8,1,1.4,"swine","4/19/2017 6:59","F","A",NA
"111416","MAERC",111416,69,429,"22",27.1691317,-81.181955,-112,5,1.6,1.9,"swine","4/19/2017 7:30","F","A",NA
"111417","MAERC",111417,69,429,"22",27.16947,-81.1816633,6,11,0.8,1,"swine","4/19/2017 8:00","F","A",NA
"111418","MAERC",111418,69,429,"22",27.1695383,-81.18136,-10,9,1,1.3,"swine","4/19/2017 8:30","F","A",NA
"111419","MAERC",111419,69,429,"22",27.1695933,-81.1811467,-20,11,0.8,1.1,"swine","4/19/2017 9:00","F","A",NA
"111420","MAERC",111420,69,429,"22",27.1695533,-81.1811417,-16,11,0.7,1.3,"swine","4/19/2017 9:30","F","A",NA
"111421","MAERC",111421,69,429,"22",27.1694317,-81.1811517,-32,8,1,1.3,"swine","4/19/2017 10:00","F","A",NA
"111422","MAERC",111422,69,429,"22",27.169385,-81.181085,-12,9,1.2,2,"swine","4/19/2017 10:30","F","A",NA
"111423","MAERC",111423,69,429,"22",27.16987,-81.181025,10,9,0.8,1.1,"swine","4/19/2017 11:00","F","A",NA
"111424","MAERC",111424,69,429,"22",27.1694967,-81.1806933,78,10,0.8,1.2,"swine","4/19/2017 11:30","F","A",NA
"111425","MAERC",111425,69,429,"22",27.1694217,-81.1805933,142,8,0.9,1.3,"swine","4/19/2017 12:00","F","A",NA
"111426","MAERC",111426,69,429,"22",27.1698767,-81.1809867,12,9,0.8,1.1,"swine","4/19/2017 12:30","F","A",NA
"111427","MAERC",111427,69,429,"22",27.169685,-81.1808133,56,6,1.7,1.9,"swine","4/19/2017 13:00","F","A",NA
"111428","MAERC",111428,69,429,"22",27.1698783,-81.1808067,-6,6,1.2,1.5,"swine","4/19/2017 13:30","F","A",NA
"111429","MAERC",111429,69,429,"22",27.1695883,-81.1809633,12,7,1.1,1.4,"swine","4/19/2017 14:00","F","A",NA
"111430","MAERC",111430,69,429,"22",27.1696117,-81.1809017,-6,8,1.1,1.4,"swine","4/19/2017 14:30","F","A",NA
"111431","MAERC",111431,69,429,"22",27.16944,-81.18123,86,8,1.1,1.4,"swine","4/19/2017 15:00","F","A",NA
"111432","MAERC",111432,69,429,"22",27.1695233,-81.180965,56,8,1.1,1.4,"swine","4/19/2017 15:30","F","A",NA
"111433","MAERC",111433,69,429,"22",27.1695517,-81.1809083,20,8,1,1.3,"swine","4/19/2017 16:00","F","A",NA
"111434","MAERC",111434,69,429,"22",27.16946,-81.1808567,-14,8,1.1,1.4,"swine","4/19/2017 16:30","F","A",NA
"111435","MAERC",111435,69,429,"22",27.1695267,-81.1808717,6,8,1,1.3,"swine","4/19/2017 17:00","F","A",NA
"111436","MAERC",111436,69,429,"22",27.1696467,-81.18112,-26,6,1.3,1.6,"swine","4/19/2017 17:30","F","A",NA
"111437","MAERC",111437,69,429,"22",27.169895,-81.1812017,28,5,1.4,1.7,"swine","4/19/2017 18:00","F","A",NA
"111438","MAERC",111438,69,429,"22",27.169735,-81.1810283,-6,5,1.7,2,"swine","4/19/2017 18:30","F","A",NA
"111439","MAERC",111439,69,429,"22",27.1697767,-81.181,-6,6,1.3,1.6,"swine","4/19/2017 19:00","F","A",NA
"111440","MAERC",111440,69,429,"22",27.169445,-81.1826583,-40,5,1.4,1.7,"swine","4/19/2017 19:30","F","A",NA
"111441","MAERC",111441,69,429,"22",27.1700083,-81.18211,10,7,0.9,1.2,"swine","4/19/2017 20:00","F","A",NA
"111442","MAERC",111442,69,429,"22",27.1704283,-81.181965,8,7,1.1,2,"swine","4/19/2017 20:30","F","A",NA
"111443","MAERC",111443,69,429,"22",27.1745333,-81.1844817,58,8,0.9,1.2,"swine","4/19/2017 21:00","F","A",NA
"111444","MAERC",111444,69,429,"22",27.174435,-81.1845317,12,8,0.9,1.2,"swine","4/19/2017 21:30","F","A",NA
"111445","MAERC",111445,69,429,"22",27.17457,-81.1840283,72,7,1,1.4,"swine","4/19/2017 22:00","F","A",NA
"111446","MAERC",111446,69,429,"22",27.1743283,-81.18407,46,6,1.3,2.3,"swine","4/19/2017 22:30","F","A",NA
