"","location","OBJECTID","sensor_id","field_code","individual_ID","fix_lat","fix_long","alt","sat","HDOP","PDOP","species","gmtneg5","sex","age","GPS.positional.dilution"
"94357","MAERC",94357,78,524,"19",27.173805,-81.17899,118,5,1.4,1.7,"swine","4/28/2017 0:00","F","A",NA
"94358","MAERC",94358,78,524,"19",27.17412,-81.179015,2,5,1.5,1.8,"swine","4/28/2017 0:30","F","A",NA
"94359","MAERC",94359,78,524,"19",27.1742233,-81.17896,28,5,1.4,1.7,"swine","4/28/2017 1:00","F","A",NA
"94360","MAERC",94360,78,524,"19",27.1746433,-81.179125,36,4,1.6,1.8,"swine","4/28/2017 1:30","F","A",NA
"94361","MAERC",94361,78,524,"19",27.17724,-81.18016,22,4,1.6,1.8,"swine","4/28/2017 2:00","F","A",NA
"94362","MAERC",94362,78,524,"19",27.179285,-81.1851917,28,5,1.5,1.7,"swine","4/28/2017 2:30","F","A",NA
"94363","MAERC",94363,78,524,"19",27.17816,-81.1838833,10,5,1.3,1.6,"swine","4/28/2017 3:00","F","A",NA
"94364","MAERC",94364,78,524,"19",27.1758633,-81.1790517,-62,5,1.5,1.8,"swine","4/28/2017 3:30","F","A",NA
"94365","MAERC",94365,78,524,"19",27.17455,-81.1795333,-46,6,1.4,1.7,"swine","4/28/2017 4:00","F","A",NA
"94366","MAERC",94366,78,524,"19",27.1745217,-81.17957,-20,7,1,1.4,"swine","4/28/2017 4:30","F","A",NA
"94367","MAERC",94367,78,524,"19",27.1743833,-81.179725,0,9,0.9,1.5,"swine","4/28/2017 5:00","F","A",NA
"94368","MAERC",94368,78,524,"19",27.1742783,-81.1797383,10,8,0.9,1.3,"swine","4/28/2017 5:30","F","A",NA
"94369","MAERC",94369,78,524,"19",27.1739383,-81.1795967,0,8,1,1.3,"swine","4/28/2017 6:00","F","A",NA
"94370","MAERC",94370,78,524,"19",27.174045,-81.1792733,-38,7,1.1,2,"swine","4/28/2017 6:30","F","A",NA
"94371","MAERC",94371,78,524,"19",27.1738467,-81.1791233,-12,6,1.5,1.7,"swine","4/28/2017 6:59","F","A",NA
"94372","MAERC",94372,78,524,"19",27.1740533,-81.179085,38,8,1,1.3,"swine","4/28/2017 7:30","F","A",NA
"94373","MAERC",94373,78,524,"19",27.1745217,-81.1792633,48,6,1.3,2.5,"swine","4/28/2017 8:00","F","A",NA
"94374","MAERC",94374,78,524,"19",27.1742217,-81.1790167,-42,8,0.9,1.3,"swine","4/28/2017 8:30","F","A",NA
"94375","MAERC",94375,78,524,"19",27.174175,-81.178825,-62,6,2,2.2,"swine","4/28/2017 9:00","F","A",NA
"94376","MAERC",94376,78,524,"19",27.1740833,-81.1787317,-2,7,1.2,3.2,"swine","4/28/2017 9:30","F","A",NA
"94377","MAERC",94377,78,524,"19",27.1737867,-81.178625,-10,9,0.9,1.2,"swine","4/28/2017 10:00","F","A",NA
"94378","MAERC",94378,78,524,"19",27.17443,-81.178115,8,9,0.9,1.2,"swine","4/28/2017 10:30","F","A",NA
"94379","MAERC",94379,78,524,"19",27.17452,-81.17844,2,6,1.1,1.4,"swine","4/28/2017 11:00","F","A",NA
"94380","MAERC",94380,78,524,"19",27.1745417,-81.1783983,38,9,0.8,1.2,"swine","4/28/2017 11:30","F","A",NA
"94381","MAERC",94381,78,524,"19",27.1745217,-81.178475,72,7,1.1,1.4,"swine","4/28/2017 12:00","F","A",NA
"94382","MAERC",94382,78,524,"19",27.1747817,-81.1782783,8,8,1.1,1.3,"swine","4/28/2017 12:30","F","A",NA
"94383","MAERC",94383,78,524,"19",27.1744033,-81.1783367,-50,7,1.3,1.6,"swine","4/28/2017 13:00","F","A",NA
"94384","MAERC",94384,78,524,"19",27.174665,-81.1784317,44,9,0.9,1.2,"swine","4/28/2017 13:30","F","A",NA
"94385","MAERC",94385,78,524,"19",27.1745367,-81.17829,26,9,0.8,1.1,"swine","4/28/2017 14:00","F","A",NA
"94386","MAERC",94386,78,524,"19",27.1746067,-81.1783967,10,9,0.8,1.2,"swine","4/28/2017 14:30","F","A",NA
"94387","MAERC",94387,78,524,"19",27.1745517,-81.17837,26,10,0.8,1.1,"swine","4/28/2017 15:00","F","A",NA
"94388","MAERC",94388,78,524,"19",27.1746067,-81.17834,-22,7,1.1,1.4,"swine","4/28/2017 15:30","F","A",NA
"94389","MAERC",94389,78,524,"19",27.1746117,-81.178255,-34,8,1.1,1.4,"swine","4/28/2017 16:00","F","A",NA
"94390","MAERC",94390,78,524,"19",27.1747633,-81.17836,-44,10,0.9,1.1,"swine","4/28/2017 16:30","F","A",NA
"94391","MAERC",94391,78,524,"19",27.1747183,-81.1783883,0,8,1,1.3,"swine","4/28/2017 17:00","F","A",NA
"94392","MAERC",94392,78,524,"19",27.1746217,-81.1784117,14,8,0.9,1.3,"swine","4/28/2017 17:30","F","A",NA
"94393","MAERC",94393,78,524,"19",27.1746533,-81.178495,-6,8,0.9,1.3,"swine","4/28/2017 18:00","F","A",NA
"94394","MAERC",94394,78,524,"19",27.1746667,-81.17874,-36,6,1.2,1.5,"swine","4/28/2017 18:30","F","A",NA
"94395","MAERC",94395,78,524,"19",27.17449,-81.178425,0,6,1.1,1.4,"swine","4/28/2017 19:00","F","A",NA
"94396","MAERC",94396,78,524,"19",27.174555,-81.17847,-20,8,0.9,1.2,"swine","4/28/2017 19:30","F","A",NA
"94397","MAERC",94397,78,524,"19",27.1749333,-81.179865,-4,8,0.9,1.2,"swine","4/28/2017 20:00","F","A",NA
"94398","MAERC",94398,78,524,"19",27.174765,-81.1798033,0,8,0.9,1.3,"swine","4/28/2017 20:30","F","A",NA
"94399","MAERC",94399,78,524,"19",27.1756017,-81.1803467,2,8,0.9,1.3,"swine","4/28/2017 21:00","F","A",NA
"94400","MAERC",94400,78,524,"19",27.1757183,-81.1805067,0,7,1.2,1.5,"swine","4/28/2017 21:30","F","A",NA
"94401","MAERC",94401,78,524,"19",27.17613,-81.1813267,18,8,1,1.4,"swine","4/28/2017 22:00","F","A",NA
"94402","MAERC",94402,78,524,"19",27.1801933,-81.185535,48,8,0.9,1.3,"swine","4/28/2017 22:30","F","A",NA
