"","location","OBJECTID","sensor_id","field_code","individual_ID","fix_lat","fix_long","alt","sat","HDOP","PDOP","species","gmtneg5","sex","age","GPS.positional.dilution"
"32289","MAERC",32289,77,440,"7",27.181385,-81.1903733,50,8,1,1.4,"swine","4/28/2017 0:00","F","A",NA
"32290","MAERC",32290,77,440,"7",27.1803033,-81.1918867,40,9,0.9,1.2,"swine","4/28/2017 0:30","F","A",NA
"32291","MAERC",32291,77,440,"7",27.18019,-81.1933867,60,9,0.9,1.2,"swine","4/28/2017 1:00","F","A",NA
"32292","MAERC",32292,77,440,"7",27.1801483,-81.195335,2,7,1.2,1.5,"swine","4/28/2017 1:30","F","A",NA
"32293","MAERC",32293,77,440,"7",27.1804333,-81.1951917,16,9,0.9,1.2,"swine","4/28/2017 2:00","F","A",NA
"32294","MAERC",32294,77,440,"7",27.1810533,-81.1936967,18,9,0.9,1.2,"swine","4/28/2017 2:30","F","A",NA
"32295","MAERC",32295,77,440,"7",27.181135,-81.19258,8,9,0.8,1.6,"swine","4/28/2017 3:00","F","A",NA
"32296","MAERC",32296,77,440,"7",27.181475,-81.1899983,26,9,0.9,1.2,"swine","4/28/2017 3:30","F","A",NA
"32297","MAERC",32297,77,440,"7",27.1768033,-81.1840517,2,6,1.5,1.7,"swine","4/28/2017 4:00","F","A",NA
"32298","MAERC",32298,77,440,"7",27.1746517,-81.1794833,16,10,0.9,1.2,"swine","4/28/2017 4:30","F","A",NA
"32299","MAERC",32299,77,440,"7",27.17457,-81.1791517,16,10,0.8,1.2,"swine","4/28/2017 5:00","F","A",NA
"32300","MAERC",32300,77,440,"7",27.1748033,-81.1796083,-8,11,0.8,1.1,"swine","4/28/2017 5:30","F","A",NA
"32301","MAERC",32301,77,440,"7",27.174665,-81.1795867,-2,8,0.9,1.3,"swine","4/28/2017 6:00","F","A",NA
"32302","MAERC",32302,77,440,"7",27.17467,-81.1798,52,7,1,1.3,"swine","4/28/2017 6:30","F","A",NA
"32303","MAERC",32303,77,440,"7",27.174875,-81.1796033,10,10,0.8,1.1,"swine","4/28/2017 7:00","F","A",NA
"32304","MAERC",32304,77,440,"7",27.174875,-81.1796117,0,10,0.8,1.1,"swine","4/28/2017 7:30","F","A",NA
"32305","MAERC",32305,77,440,"7",27.174995,-81.1796517,14,9,1,1.9,"swine","4/28/2017 8:00","F","A",NA
"32306","MAERC",32306,77,440,"7",27.1745017,-81.1785517,28,12,0.7,1,"swine","4/28/2017 8:30","F","A",NA
"32307","MAERC",32307,77,440,"7",27.17449,-81.178525,2,5,1.2,1.5,"swine","4/28/2017 9:00","F","A",NA
"32308","MAERC",32308,77,440,"7",27.1744017,-81.1785717,28,8,1.1,1.4,"swine","4/28/2017 9:30","F","A",NA
"32309","MAERC",32309,77,440,"7",27.1744983,-81.1784983,6,10,0.8,1.1,"swine","4/28/2017 10:00","F","A",NA
"32310","MAERC",32310,77,440,"7",27.17457,-81.1785667,4,10,0.8,1.6,"swine","4/28/2017 10:30","F","A",NA
"32311","MAERC",32311,77,440,"7",27.174555,-81.17854,-6,10,1,2.1,"swine","4/28/2017 11:00","F","A",NA
"32312","MAERC",32312,77,440,"7",27.174485,-81.178695,-2,7,1,1.4,"swine","4/28/2017 11:30","F","A",NA
"32313","MAERC",32313,77,440,"7",27.1747517,-81.1784183,12,7,1,1.3,"swine","4/28/2017 12:00","F","A",NA
"32314","MAERC",32314,77,440,"7",27.1744483,-81.1785383,20,8,0.9,1.2,"swine","4/28/2017 12:30","F","A",NA
"32315","MAERC",32315,77,440,"7",27.17443,-81.17864,0,9,0.9,1.2,"swine","4/28/2017 13:00","F","A",NA
"32316","MAERC",32316,77,440,"7",27.1743883,-81.1787167,0,7,1.2,2.4,"swine","4/28/2017 13:30","F","A",NA
"32317","MAERC",32317,77,440,"7",27.174385,-81.178655,-10,8,1.4,2.5,"swine","4/28/2017 14:00","F","A",NA
"32318","MAERC",32318,77,440,"7",27.17434,-81.17857,4,8,1,1.3,"swine","4/28/2017 14:30","F","A",NA
"32319","MAERC",32319,77,440,"7",27.174475,-81.1786983,22,8,1.1,1.4,"swine","4/28/2017 15:00","F","A",NA
