"","location","OBJECTID","sensor_id","field_code","individual_ID","fix_lat","fix_long","alt","sat","HDOP","PDOP","species","gmtneg5","sex","age","GPS.positional.dilution"
"68665","MAERC",68665,82,434,"16",27.1837467,-81.219195,44,6,1.1,1.4,"swine","5/6/2017 0:30","M","A",NA
"68666","MAERC",68666,82,434,"16",27.1789167,-81.2116117,20,8,1.1,1.4,"swine","5/6/2017 1:00","M","A",NA
"68667","MAERC",68667,82,434,"16",27.1787133,-81.2107617,-26,5,1.7,2,"swine","5/6/2017 1:30","M","A",NA
"68668","MAERC",68668,82,434,"16",27.1790767,-81.2113217,6,9,0.9,1.2,"swine","5/6/2017 2:00","M","A",NA
"68669","MAERC",68669,82,434,"16",27.1791967,-81.2104117,2,9,0.9,1.2,"swine","5/6/2017 2:30","M","A",NA
"68670","MAERC",68670,82,434,"16",27.179645,-81.2085517,-24,9,0.8,1.1,"swine","5/6/2017 3:00","M","A",NA
"68671","MAERC",68671,82,434,"16",27.1792017,-81.2060367,6,9,0.8,1.2,"swine","5/6/2017 3:30","M","A",NA
"68672","MAERC",68672,82,434,"16",27.1793283,-81.205705,42,7,1.1,1.4,"swine","5/6/2017 4:00","M","A",NA
"68673","MAERC",68673,82,434,"16",27.1792683,-81.20572,-30,11,0.7,1.1,"swine","5/6/2017 4:30","M","A",NA
"68674","MAERC",68674,82,434,"16",27.1792183,-81.2055917,12,10,0.9,1.8,"swine","5/6/2017 5:00","M","A",NA
"68675","MAERC",68675,82,434,"16",27.18182,-81.217575,0,7,1,1.3,"swine","5/6/2017 5:30","M","A",NA
"68676","MAERC",68676,82,434,"16",27.1833133,-81.2205633,-30,7,1.3,2.7,"swine","5/6/2017 6:00","M","A",NA
"68677","MAERC",68677,82,434,"16",27.1828383,-81.2221033,-36,8,1.1,1.8,"swine","5/6/2017 6:30","M","A",NA
"68678","MAERC",68678,82,434,"16",27.18307,-81.2221267,-48,8,1,1.3,"swine","5/6/2017 6:59","M","A",NA
"68679","MAERC",68679,82,434,"16",27.1834133,-81.2218333,62,7,1.5,1.7,"swine","5/6/2017 7:30","M","A",NA
"68680","MAERC",68680,82,434,"16",27.1834533,-81.2221,-4,6,1.3,1.6,"swine","5/6/2017 8:00","M","A",NA
"68681","MAERC",68681,82,434,"16",27.1833583,-81.222085,18,8,1,1.3,"swine","5/6/2017 8:29","M","A",NA
"68682","MAERC",68682,82,434,"16",27.18331,-81.221985,18,7,1.2,1.5,"swine","5/6/2017 9:00","M","A",NA
"68683","MAERC",68683,82,434,"16",27.1832983,-81.2220967,-20,7,1.3,1.5,"swine","5/6/2017 9:30","M","A",NA
